,Cluster No,Day,Time,Date,Month,Year,Previous_price,Demand_(MW),CCGT_Gen,Oil_Gen,Coal_Gen,Nuclear_Gen,Wind_Gen,NPS_Hydro_Gen,Solar_Gen
28/06/2017_05:00,,3,5,28,6,2017,33.97,22769,7854,0,528,7865,4807,89,0
28/06/2017_06:00,,3,6,28,6,2017,37.95,25874,9080,0,597,7860,5108,90,31
28/06/2017_07:00,,3,7,28,6,2017,42.64,31701,13688,0,938,7874,5053,166,244
28/06/2017_08:00,,3,8,28,6,2017,46.77,35242,16325,0,1068,7871,5217,340,563
28/06/2017_09:00,,3,9,28,6,2017,49,36560,17121,0,1094,7867,5470,356,809
28/06/2017_10:00,,3,10,28,6,2017,46.77,37109,17286,0,1007,7876,5611,342,1170
28/06/2017_11:00,,3,11,28,6,2017,43.17,37314,17227,0,1092,7879,5812,341,1370
28/06/2017_12:00,,3,12,28,6,2017,39.5,37626,17321,0,1188,7880,5927,284,1590
28/06/2017_13:00,,3,13,28,6,2017,41.46,37103,17243,0,1011,7878,6032,152,1610
28/06/2017_14:00,,3,14,28,6,2017,39.74,36614,16499,0,1012,7865,6189,139,1600
28/06/2017_15:00,,3,15,28,6,2017,35.47,36219,15459,0,1010,7855,6720,150,1510
28/06/2017_16:00,,3,16,28,6,2017,41.07,37120,15973,0,1352,7862,6653,341,1350
28/06/2017_17:00,,3,17,28,6,2017,51.71,37960,16365,0,1557,7863,6889,360,1130
28/06/2017_18:00,,3,18,28,6,2017,52.92,37003,15859,0,1507,7933,6831,367,661
28/06/2017_19:00,,3,19,28,6,2017,56.04,35772,14913,0,1566,7940,6575,367,379
28/06/2017_20:00,,3,20,28,6,2017,40,34178,13726,0,1377,7940,6720,291,164
28/06/2017_21:00,,3,21,28,6,2017,40.19,32702,13274,0,1204,7997,6264,169,21
28/06/2017_22:00,,3,22,28,6,2017,34.29,30615,11817,0,1058,8044,5831,156,0
28/06/2017_23:00,,3,23,28,6,2017,41.95,26975,9741,0,827,8057,5731,138,0
29/06/2017_00:00,,4,0,29,6,2017,36.97,24445,7414,0,833,8055,5701,104,0
29/06/2017_01:00,,4,1,29,6,2017,32.87,23236,6592,0,976,8057,5164,103,0
29/06/2017_02:00,,4,2,29,6,2017,31.39,22555,6294,0,1125,8048,5079,98,0
29/06/2017_03:00,,4,3,29,6,2017,29.98,22082,6290,0,983,8051,5126,96,0
29/06/2017_04:00,,4,4,29,6,2017,29.54,21833,6276,0,908,8049,5036,99,0
29/06/2017_05:00,,4,5,29,6,2017,31,22013,6655,0,935,8052,4799,99,1
29/06/2017_06:00,,4,6,29,6,2017,35.43,25447,8222,0,1083,8038,5294,134,100
29/06/2017_07:00,,4,7,29,6,2017,36.9,31503,13966,0,1236,7995,5749,201,394
29/06/2017_08:00,,4,8,29,6,2017,44.71,35024,14586,0,1236,7988,6120,283,821
29/06/2017_09:00,,4,9,29,6,2017,46.49,36298,15196,0,1179,7992,5943,298,1240
29/06/2017_10:00,,4,10,29,6,2017,40.28,36647,15317,0,1229,7990,6200,242,1640
29/06/2017_11:00,,4,11,29,6,2017,36.92,37193,15183,0,1375,8004,6308,243,2070
29/06/2017_12:00,,4,12,29,6,2017,33.34,37531,15333,0,1553,7990,6431,166,1980
29/06/2017_13:00,,4,13,29,6,2017,34.59,37129,15387,0,1674,7942,6342,117,2010
29/06/2017_14:00,,4,14,29,6,2017,30.82,36914,15164,0,1645,7947,6309,118,2010
29/06/2017_15:00,,4,15,29,6,2017,31.58,36754,14656,0,1494,7835,6437,113,1910
29/06/2017_16:00,,4,16,29,6,2017,38.26,37722,15684,0,1508,7839,6368,287,1630
29/06/2017_17:00,,4,17,29,6,2017,46.04,38319,16259,0,1681,7751,6393,322,1280
29/06/2017_18:00,,4,18,29,6,2017,51.55,37596,16092,0,1666,7733,6389,321,905
29/06/2017_19:00,,4,19,29,6,2017,53.97,36473,15767,0,1493,7739,6136,299,481
29/06/2017_20:00,,4,20,29,6,2017,50,34904,14936,0,1339,7753,5894,222,178
29/06/2017_21:00,,4,21,29,6,2017,42,33526,14271,0,1179,7764,5588,160,48
29/06/2017_22:00,,4,22,29,6,2017,36,31416,12419,0,1166,7746,5217,145,0
29/06/2017_23:00,,4,23,29,6,2017,40.6,27713,9874,0,1202,7744,4834,184,0
30/06/2017_00:00,,5,0,30,6,2017,36.93,24779,8054,0,1161,7733,4335,142,0
30/06/2017_01:00,,5,1,30,6,2017,33.32,23526,7616,0,1126,7726,4207,140,0
30/06/2017_02:00,,5,2,30,6,2017,32.05,23024,7459,0,1039,7723,4127,209,0
30/06/2017_03:00,,5,3,30,6,2017,31.44,22391,7582,0,856,7726,3997,121,5
30/06/2017_04:00,,5,4,30,6,2017,31.12,22227,7641,0,854,7723,3758,124,0
30/06/2017_05:00,,5,5,30,6,2017,31.82,22214,7494,0,851,7757,3673,130,3
30/06/2017_06:00,,5,6,30,6,2017,35.99,25476,8971,0,1015,7838,3770,199,190
30/06/2017_07:00,,5,7,30,6,2017,37.12,31358,12814,0,1280,7922,3793,324,856
30/06/2017_08:00,,5,8,30,6,2017,46.19,35053,15460,0,1179,7927,3767,367,1760
30/06/2017_09:00,,5,9,30,6,2017,53.53,36297,15810,0,1179,7931,3852,507,2190
30/06/2017_10:00,,5,10,30,6,2017,46.99,36808,16030,0,1179,7927,3800,368,2750
30/06/2017_11:00,,5,11,30,6,2017,45.22,37207,16242,0,1180,7937,3677,335,3050
30/06/2017_12:00,,5,12,30,6,2017,36.5,37202,16027,0,1524,7965,3474,265,2980
30/06/2017_13:00,,5,13,30,6,2017,33.04,36733,15822,0,1639,7966,3386,255,3210
30/06/2017_14:00,,5,14,30,6,2017,31.63,36049,15457,0,1453,7962,3398,218,3000
30/06/2017_15:00,,5,15,30,6,2017,32.39,35736,15069,0,1362,7964,3400,207,3200
30/06/2017_16:00,,5,16,30,6,2017,35.76,35764,15638,0,1435,7956,3561,269,2270
30/06/2017_17:00,,5,17,30,6,2017,48.7,35958,16029,0,1505,7950,3711,569,1510
30/06/2017_18:00,,5,18,30,6,2017,49.82,35408,15984,0,1389,7933,3525,596,1410
30/06/2017_19:00,,5,19,30,6,2017,50.85,33867,15336,0,1296,7934,3231,603,638
30/06/2017_20:00,,5,20,30,6,2017,42.35,32333,15254,0,793,7957,3290,505,276
30/06/2017_21:00,,5,21,30,6,2017,37.8,30990,14654,0,520,7963,3389,433,57
30/06/2017_22:00,,5,22,30,6,2017,33,29830,14195,0,524,7971,3333,326,0
30/06/2017_23:00,,5,23,30,6,2017,47,26652,10377,0,572,7956,3742,407,0
01/07/2017_00:00,,6,0,1,7,2017,41.92,23764,8676,0,555,7944,3563,367,0
01/07/2017_01:00,,6,1,1,7,2017,36.73,22489,8009,0,536,8007,3581,228,0
01/07/2017_02:00,,6,2,1,7,2017,32.91,22022,7404,0,536,8013,3885,125,0
01/07/2017_03:00,,6,3,1,7,2017,32.92,21265,7347,0,578,7969,3920,114,1
01/07/2017_04:00,,6,4,1,7,2017,31.32,20954,7552,0,636,7928,3929,118,0
01/07/2017_05:00,,6,5,1,7,2017,31.08,20618,7346,0,542,7917,3999,120,3
01/07/2017_06:00,,6,6,1,7,2017,32.5,21977,7192,0,534,7865,4030,132,133
01/07/2017_07:00,,6,7,1,7,2017,30.53,24792,7938,0,532,7842,4055,262,562
01/07/2017_08:00,,6,8,1,7,2017,45,28280,9948,0,621,7820,3926,404,1310
01/07/2017_09:00,,6,9,1,7,2017,54.01,30951,11302,0,848,7619,3998,459,2530
01/07/2017_10:00,,6,10,1,7,2017,50.2,32193,10883,0,610,7620,4208,492,3940
01/07/2017_11:00,,6,11,1,7,2017,38.03,32309,10735,0,636,7627,4359,271,4730
01/07/2017_12:00,,6,12,1,7,2017,32.55,32694,9316,0,948,7625,4599,227,6220
01/07/2017_13:00,,6,13,1,7,2017,30,31720,9015,0,663,7637,4849,144,6730
01/07/2017_14:00,,6,14,1,7,2017,30,30557,7855,0,575,7626,5087,144,6670
01/07/2017_15:00,,6,15,1,7,2017,29.53,29697,7508,0,575,7623,5410,132,6210
01/07/2017_16:00,,6,16,1,7,2017,30.9,29772,8056,0,685,7630,5069,216,5420
01/07/2017_17:00,,6,17,1,7,2017,33.52,30236,8565,0,732,7630,5442,254,3730
01/07/2017_18:00,,6,18,1,7,2017,39.69,30785,9983,0,884,7630,5310,277,2500
01/07/2017_19:00,,6,19,1,7,2017,43.62,30242,10700,0,905,7628,5023,253,1300
01/07/2017_20:00,,6,20,1,7,2017,48,28930,10573,0,928,7624,4800,197,422
01/07/2017_21:00,,6,21,1,7,2017,49.24,28051,10693,0,815,7639,4303,224,39
01/07/2017_22:00,,6,22,1,7,2017,38.87,27680,11124,0,897,7664,4362,213,0
01/07/2017_23:00,,6,23,1,7,2017,41.84,25381,8596,0,906,7667,4802,139,0
02/07/2017_00:00,,0,0,2,7,2017,32.23,23190,6540,0,771,7669,5149,95,0
02/07/2017_01:00,,0,1,2,7,2017,32.97,21739,6242,0,598,7649,5204,95,0
02/07/2017_02:00,,0,2,2,7,2017,31.43,20733,6186,0,626,7653,4965,101,0
02/07/2017_03:00,,0,3,2,7,2017,29.99,20272,6347,0,706,7653,4903,88,5
02/07/2017_04:00,,0,4,2,7,2017,25,19889,5840,0,579,7659,5495,81,0
02/07/2017_05:00,,0,5,2,7,2017,21.08,19202,5749,0,622,7662,5007,76,12
02/07/2017_06:00,,0,6,2,7,2017,25,20086,6042,0,584,7655,5032,77,353
02/07/2017_07:00,,0,7,2,7,2017,26,22059,6794,0,564,7638,4876,125,1260
02/07/2017_08:00,,0,8,2,7,2017,32.5,24682,5530,0,532,7641,4987,129,2760
02/07/2017_09:00,,0,9,2,7,2017,32.5,27663,6539,0,535,7645,4757,282,4280
02/07/2017_10:00,,0,10,2,7,2017,33.58,29727,7533,0,544,7636,4192,281,5740
02/07/2017_11:00,,0,11,2,7,2017,37.42,30946,7932,0,561,7639,4154,263,6790
02/07/2017_12:00,,0,12,2,7,2017,37.57,31609,7678,0,839,7630,4195,209,7470
02/07/2017_13:00,,0,13,2,7,2017,32.5,31224,7184,0,753,7629,4093,157,7850
02/07/2017_14:00,,0,14,2,7,2017,31.32,30567,6555,0,512,7628,4203,134,7960
02/07/2017_15:00,,0,15,2,7,2017,31.53,30402,6753,0,509,7628,3993,163,7760
02/07/2017_16:00,,0,16,2,7,2017,40,30556,7959,0,598,7629,3962,293,6550
02/07/2017_17:00,,0,17,2,7,2017,33.87,31395,9314,0,697,7627,3889,560,5030
02/07/2017_18:00,,0,18,2,7,2017,45,31459,10758,0,868,7621,4044,583,3380
02/07/2017_19:00,,0,19,2,7,2017,49.9,31745,11974,0,807,7618,4191,532,2030
02/07/2017_20:00,,0,20,2,7,2017,49.94,30798,12080,0,898,7626,4240,494,810
02/07/2017_21:00,,0,21,2,7,2017,49.99,29615,11789,0,841,7626,3994,432,106
02/07/2017_22:00,,0,22,2,7,2017,36.74,29014,11571,0,604,7640,4211,397,0
02/07/2017_23:00,,0,23,2,7,2017,36.95,25545,9136,0,737,7624,4354,320,0
03/07/2017_00:00,,1,0,3,7,2017,35.97,22706,7832,0,702,7618,4487,102,0
03/07/2017_01:00,,1,1,3,7,2017,32.48,21493,7189,0,749,7618,4431,102,0
03/07/2017_02:00,,1,2,3,7,2017,31.91,20771,7131,0,589,7604,4472,102,0
03/07/2017_03:00,,1,3,3,7,2017,27.48,20405,7031,0,581,7605,4388,102,2
03/07/2017_04:00,,1,4,3,7,2017,23.97,20361,7456,0,592,7605,4401,102,0
03/07/2017_05:00,,1,5,3,7,2017,25.3,20734,7702,0,575,7615,4448,103,7
03/07/2017_06:00,,1,6,3,7,2017,31.75,24527,8298,0,666,7618,4483,152,221
03/07/2017_07:00,,1,7,3,7,2017,30.39,30782,13136,0,532,7611,4490,213,968
03/07/2017_08:00,,1,8,3,7,2017,38.67,34429,15199,0,592,7610,4654,295,1820
03/07/2017_09:00,,1,9,3,7,2017,39.99,35713,15529,0,622,7609,4797,346,2530
03/07/2017_10:00,,1,10,3,7,2017,32.25,36095,15364,0,675,7602,4546,309,3530
03/07/2017_11:00,,1,11,3,7,2017,37.27,36766,15226,0,736,7604,4619,200,4350
03/07/2017_12:00,,1,12,3,7,2017,37.48,37531,15359,0,808,7604,4396,178,5070
03/07/2017_13:00,,1,13,3,7,2017,33.95,37218,15059,0,904,7593,4422,160,5700
03/07/2017_14:00,,1,14,3,7,2017,34.15,36873,14941,0,941,7597,3826,158,6000
03/07/2017_15:00,,1,15,3,7,2017,46.51,35791,14595,0,929,7573,3524,157,5430
03/07/2017_16:00,,1,16,3,7,2017,55.43,36834,15633,0,875,7568,2921,243,5210
03/07/2017_17:00,,1,17,3,7,2017,54.99,37353,17075,0,852,7567,2412,380,4380
03/07/2017_18:00,,1,18,3,7,2017,54.94,36516,17671,0,914,7563,2171,448,2850
03/07/2017_19:00,,1,19,3,7,2017,50.55,35340,17902,0,941,7559,1999,436,1600
03/07/2017_20:00,,1,20,3,7,2017,38,33855,17812,0,913,7559,1656,277,697
03/07/2017_21:00,,1,21,3,7,2017,44.52,32104,17156,0,921,7567,1416,249,87
03/07/2017_22:00,,1,22,3,7,2017,31.53,30843,16649,0,785,7568,1156,167,0
03/07/2017_23:00,,1,23,3,7,2017,50,27245,13686,0,597,7565,1022,150,0
04/07/2017_00:00,,2,0,4,7,2017,37.98,24438,12273,0,611,7554,742,129,0
04/07/2017_01:00,,2,1,4,7,2017,37.87,23302,11286,0,581,7551,692,129,0
04/07/2017_02:00,,2,2,4,7,2017,31.96,22630,10636,0,537,7571,624,106,0
04/07/2017_03:00,,2,3,4,7,2017,25.66,22140,10378,0,533,7423,659,100,6
04/07/2017_04:00,,2,4,4,7,2017,20,22093,10201,0,571,7416,845,100,0
04/07/2017_05:00,,2,5,4,7,2017,24.42,22348,10132,0,773,7426,947,100,7
04/07/2017_06:00,,2,6,4,7,2017,33.11,25561,11512,0,1339,7423,1308,140,234
04/07/2017_07:00,,2,7,4,7,2017,40.83,31310,14652,0,1653,7411,1623,184,752
04/07/2017_08:00,,2,8,4,7,2017,54.97,35032,16539,0,2061,7399,1594,387,1560
04/07/2017_09:00,,2,9,4,7,2017,59.26,36417,16852,0,2292,7401,1675,389,2490
04/07/2017_10:00,,2,10,4,7,2017,49.99,37198,16849,0,2368,7318,2072,366,3460
04/07/2017_11:00,,2,11,4,7,2017,42.46,37454,16943,0,2421,7161,2168,341,3460
04/07/2017_12:00,,2,12,4,7,2017,39,37696,16511,0,2494,7189,2429,235,3640
04/07/2017_13:00,,2,13,4,7,2017,33,36903,16486,0,2488,7434,2290,208,3670
04/07/2017_14:00,,2,14,4,7,2017,31.66,36901,16318,0,2226,7430,2206,182,4210
04/07/2017_15:00,,2,15,4,7,2017,31.02,36389,16339,0,2084,7431,2326,177,4010
04/07/2017_16:00,,2,16,4,7,2017,35.25,37899,17321,0,2066,7431,2492,250,4010
04/07/2017_17:00,,2,17,4,7,2017,42.07,37729,17045,0,2471,7249,2499,346,2920
04/07/2017_18:00,,2,18,4,7,2017,42.12,37095,17043,0,2394,7145,2673,337,2330
04/07/2017_19:00,,2,19,4,7,2017,46.12,35835,17115,0,2222,7182,2401,343,1480
04/07/2017_20:00,,2,20,4,7,2017,37.53,34189,16709,0,1476,7416,2264,331,585
04/07/2017_21:00,,2,21,4,7,2017,33,32605,16916,0,862,7420,2236,200,101
04/07/2017_22:00,,2,22,4,7,2017,30.1,31366,16955,0,852,7422,2001,186,0
04/07/2017_23:00,,2,23,4,7,2017,30,27629,13515,0,581,7220,1542,173,0
05/07/2017_00:00,,3,0,5,7,2017,7.9,24638,11896,0,532,7131,1281,116,0
05/07/2017_01:00,,3,1,5,7,2017,6.12,23554,11278,0,539,7125,1092,115,0
05/07/2017_02:00,,3,2,5,7,2017,1.89,22944,10787,0,532,7131,947,87,0
05/07/2017_03:00,,3,3,5,7,2017,1.57,22490,10388,0,533,7122,933,85,1
05/07/2017_04:00,,3,4,5,7,2017,4.69,22437,10114,0,529,7366,962,85,0
05/07/2017_05:00,,3,5,5,7,2017,10.99,22524,10614,0,534,7397,936,85,7
05/07/2017_06:00,,3,6,5,7,2017,25.14,25585,12680,0,658,7393,921,91,326
05/07/2017_07:00,,3,7,5,7,2017,35.4,31517,15984,0,853,7391,887,171,1140
05/07/2017_08:00,,3,8,5,7,2017,42.65,34768,17623,0,1076,7403,851,330,2320
05/07/2017_09:00,,3,9,5,7,2017,39,35754,17253,0,1017,7395,931,368,3600
05/07/2017_10:00,,3,10,5,7,2017,35.1,36428,17143,0,1065,7395,986,358,4950
05/07/2017_11:00,,3,11,5,7,2017,35,37374,17106,0,1206,7336,1031,243,6080
05/07/2017_12:00,,3,12,5,7,2017,37,37540,17108,0,1280,7119,1033,347,6270
05/07/2017_13:00,,3,13,5,7,2017,35,37528,16998,0,1280,7086,1058,198,6850
05/07/2017_14:00,,3,14,5,7,2017,35.12,37104,16970,0,1264,7336,1099,220,6710
05/07/2017_15:00,,3,15,5,7,2017,29.99,37024,16624,0,1121,7327,1163,288,6390
05/07/2017_16:00,,3,16,5,7,2017,41.73,37676,17401,0,1210,7338,1122,358,5530
05/07/2017_17:00,,3,17,5,7,2017,39.89,37817,17691,0,1373,7354,1118,561,4230
05/07/2017_18:00,,3,18,5,7,2017,45.01,37099,17746,0,1429,7293,1056,564,3110
05/07/2017_19:00,,3,19,5,7,2017,50.75,35847,17597,0,1374,7069,1041,542,1710
05/07/2017_20:00,,3,20,5,7,2017,52.53,34186,17838,0,1375,7108,1003,497,728
05/07/2017_21:00,,3,21,5,7,2017,55,32728,17518,0,1117,7349,1109,418,95
05/07/2017_22:00,,3,22,5,7,2017,49.98,31778,17238,0,1035,7341,1165,205,0
05/07/2017_23:00,,3,23,5,7,2017,45.01,28494,14853,0,625,7341,1250,160,0
06/07/2017_00:00,,4,0,6,7,2017,34.79,25362,13087,0,442,7346,1378,142,0
06/07/2017_01:00,,4,1,6,7,2017,34.69,24125,12152,0,233,7058,1476,115,0
06/07/2017_02:00,,4,2,6,7,2017,32.11,23693,11839,0,230,6941,1591,113,0
06/07/2017_03:00,,4,3,6,7,2017,29.56,23242,11048,0,230,7288,1908,102,1
06/07/2017_04:00,,4,4,6,7,2017,30.06,23119,11264,0,230,7403,1634,102,0
06/07/2017_05:00,,4,5,6,7,2017,30.06,23251,11534,0,230,7408,1692,102,4
06/07/2017_06:00,,4,6,6,7,2017,36.32,26641,13261,0,232,7407,1762,137,279
06/07/2017_07:00,,4,7,6,7,2017,38,31684,15441,0,907,7305,1722,164,1060
06/07/2017_08:00,,4,8,6,7,2017,50.12,34903,17283,0,1281,7132,1723,283,2000
06/07/2017_09:00,,4,9,6,7,2017,55,36686,17410,0,1437,7016,1884,462,3510
06/07/2017_10:00,,4,10,6,7,2017,53.85,37533,16921,0,1547,7183,2008,462,4660
06/07/2017_11:00,,4,11,6,7,2017,52.95,38257,16799,0,1529,7245,2301,372,5520
06/07/2017_12:00,,4,12,6,7,2017,47.03,39172,16135,0,1392,7260,2545,233,6720
06/07/2017_13:00,,4,13,6,7,2017,34.03,38937,16642,0,1182,7129,2526,174,7170
06/07/2017_14:00,,4,14,6,7,2017,31.74,39148,16440,0,1108,6868,2841,171,7620
06/07/2017_15:00,,4,15,6,7,2017,33.82,38550,16813,0,942,7038,3110,210,6430
06/07/2017_16:00,,4,16,6,7,2017,42.75,39217,16716,0,1079,7293,2813,431,5350
06/07/2017_17:00,,4,17,6,7,2017,45,39159,16783,0,1102,7296,2771,586,3910
06/07/2017_18:00,,4,18,6,7,2017,39.49,38010,16757,0,1103,7295,2602,618,2670
06/07/2017_19:00,,4,19,6,7,2017,46.5,36691,17061,0,1100,7289,2222,571,1650
06/07/2017_20:00,,4,20,6,7,2017,37.69,34592,17131,0,1098,7259,1975,491,609
06/07/2017_21:00,,4,21,6,7,2017,34,33341,17234,0,886,7003,1703,270,108
06/07/2017_22:00,,4,22,6,7,2017,30.45,32300,17024,0,920,7023,1577,245,0
06/07/2017_23:00,,4,23,6,7,2017,37.67,28878,13904,0,842,7020,1675,156,0
07/07/2017_00:00,,5,0,7,7,2017,31.49,25724,11783,0,624,7148,1554,170,0
07/07/2017_01:00,,5,1,7,7,2017,31.93,24084,11278,0,231,7138,1661,135,0
07/07/2017_02:00,,5,2,7,7,2017,31.52,23264,10600,0,230,7024,1721,126,0
07/07/2017_03:00,,5,3,7,7,2017,30.9,22812,10314,0,232,7063,1838,125,2
07/07/2017_04:00,,5,4,7,7,2017,30.83,22806,10063,0,233,7232,2048,126,0
07/07/2017_05:00,,5,5,7,7,2017,33.73,22852,10162,0,242,7194,2015,126,11
07/07/2017_06:00,,5,6,7,7,2017,36.05,26328,11465,0,542,7170,2090,159,407
07/07/2017_07:00,,5,7,7,7,2017,38.11,31652,15495,0,600,7153,2161,183,1100
07/07/2017_08:00,,5,8,7,7,2017,51.43,35098,16632,0,574,7154,2045,441,2190
07/07/2017_09:00,,5,9,7,7,2017,51.44,36523,16909,0,596,6935,2109,539,3700
07/07/2017_10:00,,5,10,7,7,2017,47,37540,16736,0,632,6923,1957,470,5150
07/07/2017_11:00,,5,11,7,7,2017,39.88,38113,16904,0,989,6843,1989,356,5760
07/07/2017_12:00,,5,12,7,7,2017,35,38346,16960,0,1124,6871,2096,223,6000
07/07/2017_13:00,,5,13,7,7,2017,31.92,37673,17139,0,1126,6901,2557,189,5770
07/07/2017_14:00,,5,14,7,7,2017,31.58,37407,16926,0,977,6857,2945,199,5580
07/07/2017_15:00,,5,15,7,7,2017,31.53,36812,16472,0,902,6843,2915,225,4820
07/07/2017_16:00,,5,16,7,7,2017,35,36385,16707,0,873,6841,2876,296,3490
07/07/2017_17:00,,5,17,7,7,2017,45,36724,17217,0,990,6961,2802,308,2820
07/07/2017_18:00,,5,18,7,7,2017,46.82,35881,17312,0,1050,6969,2488,393,1890
07/07/2017_19:00,,5,19,7,7,2017,46,34388,17040,0,986,6915,2386,336,1060
07/07/2017_20:00,,5,20,7,7,2017,40,32656,17117,0,700,6801,2007,219,371
07/07/2017_21:00,,5,21,7,7,2017,38.82,31375,17117,0,549,6677,1885,215,41
07/07/2017_22:00,,5,22,7,7,2017,32.92,30634,16141,0,666,6753,1797,174,0
07/07/2017_23:00,,5,23,7,7,2017,50.04,27742,13783,0,776,6931,1698,175,0
08/07/2017_00:00,,6,0,8,7,2017,46.96,24875,11459,0,737,6938,1896,146,0
08/07/2017_01:00,,6,1,8,7,2017,46.94,23408,10450,0,792,6932,1912,142,0
08/07/2017_02:00,,6,2,8,7,2017,42,22533,9785,0,738,6938,1893,142,0
08/07/2017_03:00,,6,3,8,7,2017,36.83,21835,8978,0,660,6937,2081,136,2
08/07/2017_04:00,,6,4,8,7,2017,32.95,21481,8771,0,698,6744,2077,107,0
08/07/2017_05:00,,6,5,8,7,2017,27.1,20948,8417,0,622,6739,1953,107,7
08/07/2017_06:00,,6,6,8,7,2017,26.9,22317,8896,0,432,6857,1825,107,325
08/07/2017_07:00,,6,7,8,7,2017,32.2,25161,10193,0,126,6948,1624,108,1220
08/07/2017_08:00,,6,8,8,7,2017,52.52,28764,11805,0,0,6947,1713,136,2390
08/07/2017_09:00,,6,9,8,7,2017,55.97,31532,12809,0,0,6940,1644,277,3980
08/07/2017_10:00,,6,10,8,7,2017,48.37,32145,12275,0,0,6863,1692,270,5180
08/07/2017_11:00,,6,11,8,7,2017,34.7,32951,11998,0,1,6747,1829,215,6590
08/07/2017_12:00,,6,12,8,7,2017,31.22,32911,10636,0,423,6770,2081,147,7420
08/07/2017_13:00,,6,13,8,7,2017,30.78,32159,9746,0,363,6951,2248,144,7580
08/07/2017_14:00,,6,14,8,7,2017,28.42,31546,8894,0,265,6939,2420,144,7590
08/07/2017_15:00,,6,15,8,7,2017,27.97,30737,8963,0,265,6943,2521,243,6800
08/07/2017_16:00,,6,16,8,7,2017,30.45,30355,9958,0,266,6758,2671,310,5250
08/07/2017_17:00,,6,17,8,7,2017,38.95,31480,11274,0,271,6742,2797,423,4210
08/07/2017_18:00,,6,18,8,7,2017,47.09,31471,12460,0,266,6866,2861,466,2980
08/07/2017_19:00,,6,19,8,7,2017,44.82,30707,12776,0,267,6947,2864,299,1600
08/07/2017_20:00,,6,20,8,7,2017,37.7,29295,12272,0,156,6941,2822,237,664
08/07/2017_21:00,,6,21,8,7,2017,35.93,28241,11895,0,0,6936,2812,237,87
08/07/2017_22:00,,6,22,8,7,2017,33.45,28090,11735,0,29,6763,3084,134,0
08/07/2017_23:00,,6,23,8,7,2017,40,25995,10513,0,272,6735,3152,156,0
09/07/2017_00:00,,0,0,9,7,2017,30.97,23804,8728,0,279,6863,3053,141,0
09/07/2017_01:00,,0,1,9,7,2017,24.92,22340,7736,0,281,6933,3163,149,0
09/07/2017_02:00,,0,2,9,7,2017,27.95,21704,7504,0,280,6935,3174,129,0
09/07/2017_03:00,,0,3,9,7,2017,15.47,20974,7150,0,280,6945,2847,109,2
09/07/2017_04:00,,0,4,9,7,2017,11.41,20671,7530,0,280,6778,2747,107,0
09/07/2017_05:00,,0,5,9,7,2017,11.63,20019,7282,0,281,6744,2368,105,5
09/07/2017_06:00,,0,6,9,7,2017,14.93,20896,7724,0,280,6892,2083,104,259
09/07/2017_07:00,,0,7,9,7,2017,16.3,22308,7857,0,127,6940,2020,121,941
09/07/2017_08:00,,0,8,9,7,2017,25.88,25274,8821,0,0,6935,1999,122,2020
09/07/2017_09:00,,0,9,9,7,2017,43.97,28280,10189,0,20,6938,1774,196,3460
09/07/2017_10:00,,0,10,9,7,2017,49.92,30188,11004,0,311,6958,1824,285,4600
09/07/2017_11:00,,0,11,9,7,2017,47,31633,11547,0,431,6977,1856,399,5290
09/07/2017_12:00,,0,12,9,7,2017,36.48,32337,11884,0,399,6997,1878,317,5660
09/07/2017_13:00,,0,13,9,7,2017,23.09,31353,11313,0,314,6995,1901,234,5330
09/07/2017_14:00,,0,14,9,7,2017,19.93,30945,10830,0,268,6998,2061,178,5530
09/07/2017_15:00,,0,15,9,7,2017,19.78,30448,10775,0,450,6998,2184,177,5000
09/07/2017_16:00,,0,16,9,7,2017,25,31287,11680,0,705,6984,2124,194,4660
09/07/2017_17:00,,0,17,9,7,2017,37.83,31929,13113,0,681,6984,1912,229,3800
09/07/2017_18:00,,0,18,9,7,2017,40,31858,13601,0,693,6968,1872,332,2680
09/07/2017_19:00,,0,19,9,7,2017,50.18,31394,13908,0,774,6952,1800,406,1550
09/07/2017_20:00,,0,20,9,7,2017,55,30453,13980,0,712,6944,1695,376,670
09/07/2017_21:00,,0,21,9,7,2017,60,29484,13889,0,358,6936,1658,351,92
09/07/2017_22:00,,0,22,9,7,2017,44.68,28962,14010,0,376,6949,1570,204,0
09/07/2017_23:00,,0,23,9,7,2017,28.13,25933,11545,0,622,6900,1462,144,0
10/07/2017_00:00,,1,0,10,7,2017,18.58,23237,10350,0,448,6569,1450,108,0
10/07/2017_01:00,,1,1,10,7,2017,16.32,22222,10376,0,281,6560,1320,96,0
10/07/2017_02:00,,1,2,10,7,2017,13.13,21648,10087,0,280,6563,1130,91,0
10/07/2017_03:00,,1,3,10,7,2017,14.08,21252,10080,0,281,6566,987,105,4
10/07/2017_04:00,,1,4,10,7,2017,18.31,21345,10330,0,281,6573,693,105,0
10/07/2017_05:00,,1,5,10,7,2017,27.05,21625,10853,0,352,6594,681,105,2
10/07/2017_06:00,,1,6,10,7,2017,32.41,25150,12543,0,480,6594,772,106,211
10/07/2017_07:00,,1,7,10,7,2017,33,30974,16074,0,837,6585,731,204,884
10/07/2017_08:00,,1,8,10,7,2017,35,34617,17860,0,895,6572,836,545,1720
10/07/2017_09:00,,1,9,10,7,2017,35,35951,18086,0,1138,6571,993,611,2270
