,Cluster No,Day,Time,Date,Month,Year,Previous_price,Demand_(MW),CCGT_Gen,Oil_Gen,Coal_Gen,Nuclear_Gen,Wind_Gen,NPS_Hydro_Gen,Solar_Gen
20/11/2018_02:00,,2,2,20,11,2018,40.86,27440,7496,0,1019,5977,11350,334,0
20/11/2018_03:00,,2,3,20,11,2018,35.75,26886,6974,0,1060,5980,11259,345,0
20/11/2018_04:00,,2,4,20,11,2018,44.28,26565,7213,0,1114,6033,11211,363,0
20/11/2018_05:00,,2,5,20,11,2018,49.14,27703,6716,0,1377,6033,11294,374,0
20/11/2018_06:00,,2,6,20,11,2018,65.3,32102,9107,0,2358,6035,11614,495,0
20/11/2018_07:00,,2,7,20,11,2018,69.33,39068,13933,0,3744,6027,12082,606,0
20/11/2018_08:00,,2,8,20,11,2018,72,41989,15706,0,5636,6026,12321,609,48
20/11/2018_09:00,,2,9,20,11,2018,65.61,43035,16886,0,5725,6025,12373,468,427
20/11/2018_10:00,,2,10,20,11,2018,63.24,43505,16979,0,5727,6022,12760,387,877
20/11/2018_11:00,,2,11,20,11,2018,59.39,44311,17336,0,5727,6023,12869,372,1340
20/11/2018_12:00,,2,12,20,11,2018,58.27,44566,17647,0,5687,6024,13090,372,1090
20/11/2018_13:00,,2,13,20,11,2018,53.51,44471,17108,0,5645,6026,13164,372,701
20/11/2018_14:00,,2,14,20,11,2018,52,44628,17833,0,5547,6028,13223,376,372
20/11/2018_15:00,,2,15,20,11,2018,53.52,44534,18015,0,5620,6025,12889,388,85
20/11/2018_16:00,,2,16,20,11,2018,58.01,46800,19838,0,5996,6024,12778,741,1
20/11/2018_17:00,,2,17,20,11,2018,73.8,47581,19714,0,5984,6024,12939,702,0
20/11/2018_18:00,,2,18,20,11,2018,95.1,47616,20028,0,6000,6022,12672,680,0
20/11/2018_19:00,,2,19,20,11,2018,80,46310,20208,0,6072,6079,11854,710,0
20/11/2018_20:00,,2,20,20,11,2018,61.29,44163,18828,0,6108,6075,11091,477,0
20/11/2018_21:00,,2,21,20,11,2018,61.1,40602,16629,0,5439,6076,10670,365,0
20/11/2018_22:00,,2,22,20,11,2018,54,35995,13376,0,4950,6073,9896,328,0
20/11/2018_23:00,,2,23,20,11,2018,50.52,31829,10968,0,3548,6072,9856,301,0
21/11/2018_00:00,,3,0,21,11,2018,46.34,30165,9376,0,3081,6069,10178,288,0
21/11/2018_01:00,,3,1,21,11,2018,44.5,30305,8933,0,2764,6072,10548,287,0
21/11/2018_02:00,,3,2,21,11,2018,39.51,29198,8091,0,1819,6071,11114,287,0
21/11/2018_03:00,,3,3,21,11,2018,39.97,28983,8697,0,1554,6074,11162,287,0
21/11/2018_04:00,,3,4,21,11,2018,45.71,28281,8430,0,1728,6075,11322,286,0
21/11/2018_05:00,,3,5,21,11,2018,54.6,29387,8999,0,2492,6078,11088,272,0
21/11/2018_06:00,,3,6,21,11,2018,70.4,34257,11212,0,3766,6078,11392,395,0
21/11/2018_07:00,,3,7,21,11,2018,66.71,41077,17171,0,5010,6080,11687,423,0
21/11/2018_08:00,,3,8,21,11,2018,70.84,43479,19141,0,5874,6075,11587,381,92
21/11/2018_09:00,,3,9,21,11,2018,68.57,44451,19506,0,6199,6070,11189,373,564
21/11/2018_10:00,,3,10,21,11,2018,66.43,45165,19641,0,6221,6073,10686,354,1320
21/11/2018_11:00,,3,11,21,11,2018,64.41,44641,20336,0,6250,6073,10397,322,1850
21/11/2018_12:00,,3,12,21,11,2018,61.42,45055,20492,0,6264,6072,10124,320,2000
21/11/2018_13:00,,3,13,21,11,2018,57.77,44733,20309,0,6457,6073,9865,336,1720
21/11/2018_14:00,,3,14,21,11,2018,56.7,44602,20377,0,6810,6072,9670,337,1170
21/11/2018_15:00,,3,15,21,11,2018,58.66,44375,20002,0,6862,6071,9736,477,392
21/11/2018_16:00,,3,16,21,11,2018,61.3,46514,21112,0,6892,6073,9283,611,2
21/11/2018_17:00,,3,17,21,11,2018,75.11,47088,20764,0,6963,6071,9012,596,0
21/11/2018_18:00,,3,18,21,11,2018,93.6,47381,21924,0,7160,6079,8444,765,0
21/11/2018_19:00,,3,19,21,11,2018,79.7,47014,22187,0,7504,6078,8004,769,0
21/11/2018_20:00,,3,20,21,11,2018,66.28,45063,21864,0,7172,6075,7707,534,0
21/11/2018_21:00,,3,21,21,11,2018,62,41562,19766,0,6808,6077,6791,366,0
21/11/2018_22:00,,3,22,21,11,2018,60.44,37126,17977,0,4696,6073,6353,310,0
21/11/2018_23:00,,3,23,21,11,2018,58.79,32766,16597,0,3163,6075,5482,272,0
22/11/2018_00:00,,4,0,22,11,2018,51.5,31323,16285,0,3092,6076,4492,291,0
22/11/2018_01:00,,4,1,22,11,2018,51.16,31446,15864,0,2842,6078,4512,271,0
22/11/2018_02:00,,4,2,22,11,2018,51.14,30266,14433,0,2551,6075,4328,269,0
22/11/2018_03:00,,4,3,22,11,2018,47.91,29845,13966,0,2432,6074,4400,269,0
22/11/2018_04:00,,4,4,22,11,2018,51.15,29280,14867,0,2736,6078,4292,272,0
22/11/2018_05:00,,4,5,22,11,2018,59.48,30155,14949,0,3587,6077,4330,336,0
22/11/2018_06:00,,4,6,22,11,2018,70,34649,17433,0,5473,6080,4470,437,0
22/11/2018_07:00,,4,7,22,11,2018,72.1,42128,21753,0,7620,6080,4445,611,0
22/11/2018_08:00,,4,8,22,11,2018,74,44508,22767,0,8558,6076,4293,767,191
22/11/2018_09:00,,4,9,22,11,2018,73.52,45934,23172,0,8628,6075,3948,765,1050
22/11/2018_10:00,,4,10,22,11,2018,69,46021,22879,0,8893,6075,3696,634,1720
22/11/2018_11:00,,4,11,22,11,2018,67.99,45861,22907,0,8621,6074,3523,602,1820
22/11/2018_12:00,,4,12,22,11,2018,63.97,45868,23144,0,8853,6072,3176,638,1670
22/11/2018_13:00,,4,13,22,11,2018,62.82,45955,23117,0,8756,6075,3249,637,1340
22/11/2018_14:00,,4,14,22,11,2018,60.52,45512,23291,0,8944,6075,3175,668,804
22/11/2018_15:00,,4,15,22,11,2018,60.39,44672,22698,0,8596,6081,3358,744,227
22/11/2018_16:00,,4,16,22,11,2018,67.03,46549,23313,0,8649,6076,3575,663,1
22/11/2018_17:00,,4,17,22,11,2018,76.83,47284,23772,0,8428,6075,3513,740,0
22/11/2018_18:00,,4,18,22,11,2018,87.03,46615,23120,0,8276,6083,3639,735,0
22/11/2018_19:00,,4,19,22,11,2018,73.52,45991,23048,0,8581,5928,3781,771,0
22/11/2018_20:00,,4,20,22,11,2018,65.35,44784,22043,0,8367,6000,3760,641,0
22/11/2018_21:00,,4,21,22,11,2018,62.45,40949,18862,0,8129,6080,3737,532,0
22/11/2018_22:00,,4,22,22,11,2018,59.56,36588,16852,0,6872,6117,3642,374,0
22/11/2018_23:00,,4,23,22,11,2018,61.22,32441,16172,0,5542,6125,3381,381,0
23/11/2018_00:00,,5,0,23,11,2018,53.96,30940,14829,0,4643,6126,3196,349,0
23/11/2018_01:00,,5,1,23,11,2018,52.77,30626,15231,0,4204,6128,3037,339,0
23/11/2018_02:00,,5,2,23,11,2018,49.31,29589,14270,0,3650,6120,2907,320,0
23/11/2018_03:00,,5,3,23,11,2018,45.6,29012,14475,0,3381,6122,2889,318,0
23/11/2018_04:00,,5,4,23,11,2018,52.11,28384,15044,0,3490,6124,2956,334,0
23/11/2018_05:00,,5,5,23,11,2018,60.64,29452,15802,0,4778,6125,3022,380,0
23/11/2018_06:00,,5,6,23,11,2018,68.49,33830,18116,0,5332,6129,3247,395,0
23/11/2018_07:00,,5,7,23,11,2018,73.46,40856,22326,0,6567,6129,3289,476,0
23/11/2018_08:00,,5,8,23,11,2018,79.79,43397,23549,0,7814,6128,3419,551,28
23/11/2018_09:00,,5,9,23,11,2018,77.91,44247,23843,0,8205,6129,3370,606,256
23/11/2018_10:00,,5,10,23,11,2018,71.49,44681,23972,0,7976,6124,3318,581,507
23/11/2018_11:00,,5,11,23,11,2018,66.34,44804,23821,0,7733,6121,3219,606,802
23/11/2018_12:00,,5,12,23,11,2018,64.1,44956,23797,0,7860,6123,3131,529,911
23/11/2018_13:00,,5,13,23,11,2018,55.44,44286,23688,0,7581,6121,3188,518,824
23/11/2018_14:00,,5,14,23,11,2018,53.1,43818,23805,0,7387,6120,3200,550,397
23/11/2018_15:00,,5,15,23,11,2018,53.81,43619,23458,0,7395,6125,3590,660,104
23/11/2018_16:00,,5,16,23,11,2018,60.14,45371,22939,0,7824,6129,4151,794,1
23/11/2018_17:00,,5,17,23,11,2018,68.4,46371,23418,0,6990,6129,4715,856,1
23/11/2018_18:00,,5,18,23,11,2018,79.05,45618,23639,0,7431,5997,4755,745,1
23/11/2018_19:00,,5,19,23,11,2018,69.65,44672,22677,0,7810,5885,4667,645,0
23/11/2018_20:00,,5,20,23,11,2018,61.72,41905,19838,0,7546,5815,4588,493,0
23/11/2018_21:00,,5,21,23,11,2018,59.75,38850,17971,0,6468,5815,4264,420,0
23/11/2018_22:00,,5,22,23,11,2018,55.29,34837,15920,0,4862,5815,3975,378,0
23/11/2018_23:00,,5,23,23,11,2018,62.22,31318,14000,0,1971,5818,3736,364,0
24/11/2018_00:00,,6,0,24,11,2018,58.6,29789,12936,0,1368,5820,3710,315,0
24/11/2018_01:00,,6,1,24,11,2018,56,29637,12354,0,1394,5811,4037,306,0
24/11/2018_02:00,,6,2,24,11,2018,57,28122,12495,0,917,5809,4027,302,0
24/11/2018_03:00,,6,3,24,11,2018,49.61,27198,11729,0,727,5885,4269,301,0
24/11/2018_04:00,,6,4,24,11,2018,48.27,26372,10347,0,655,6002,4853,301,0
24/11/2018_05:00,,6,5,24,11,2018,56.73,26383,9854,0,667,6093,5111,333,0
24/11/2018_06:00,,6,6,24,11,2018,58,28339,12189,0,694,6187,5257,374,0
24/11/2018_07:00,,6,7,24,11,2018,55.53,31344,14804,0,1603,6231,5455,421,0
24/11/2018_08:00,,6,8,24,11,2018,63.77,34535,16351,0,2845,6232,5453,485,20
24/11/2018_09:00,,6,9,24,11,2018,67.31,37870,17018,0,4240,6230,5276,498,205
24/11/2018_10:00,,6,10,24,11,2018,66.86,38895,17433,0,4611,6240,4782,395,495
24/11/2018_11:00,,6,11,24,11,2018,65.63,38788,17510,0,4736,6235,3938,391,719
24/11/2018_12:00,,6,12,24,11,2018,59.6,39081,17553,0,4792,6234,3582,386,931
24/11/2018_13:00,,6,13,24,11,2018,56.87,39121,17812,0,4779,6269,3396,343,705
24/11/2018_14:00,,6,14,24,11,2018,54.82,38701,17797,0,5139,6310,3088,344,442
24/11/2018_15:00,,6,15,24,11,2018,57.03,38713,19020,0,5377,6324,3197,429,86
24/11/2018_16:00,,6,16,24,11,2018,63.59,40627,19663,0,5502,6374,3343,645,0
24/11/2018_17:00,,6,17,24,11,2018,77.25,42960,20521,0,5703,6474,3349,719,0
24/11/2018_18:00,,6,18,24,11,2018,99.2,42336,20338,0,5574,6494,3380,667,0
24/11/2018_19:00,,6,19,24,11,2018,79,40462,19565,0,4772,6585,3443,620,0
24/11/2018_20:00,,6,20,24,11,2018,62.63,38367,18160,0,3961,6585,3324,419,0
24/11/2018_21:00,,6,21,24,11,2018,57.6,35719,16748,0,2475,6584,3338,347,0
24/11/2018_22:00,,6,22,24,11,2018,55,32820,14463,0,1875,6589,3326,348,0
24/11/2018_23:00,,6,23,24,11,2018,58.7,29993,12218,0,1744,6578,3168,315,0
25/11/2018_00:00,,0,0,25,11,2018,54,28973,11410,0,1323,6583,3182,308,0
25/11/2018_01:00,,0,1,25,11,2018,52.52,28597,11172,0,1039,6604,3215,301,0
25/11/2018_02:00,,0,2,25,11,2018,46.93,27109,10746,0,853,6613,3417,300,0
25/11/2018_03:00,,0,3,25,11,2018,47,26328,10246,0,600,6604,3765,300,0
25/11/2018_04:00,,0,4,25,11,2018,46.9,25591,9649,0,600,6610,4144,319,0
25/11/2018_05:00,,0,5,25,11,2018,51.06,25337,9145,0,600,6598,4438,333,0
25/11/2018_06:00,,0,6,25,11,2018,53.08,26570,10277,0,636,6610,4489,332,0
25/11/2018_07:00,,0,7,25,11,2018,45.62,28211,11168,0,768,6608,4840,386,0
25/11/2018_08:00,,0,8,25,11,2018,49.6,30774,11706,0,1035,6614,5409,580,44
25/11/2018_09:00,,0,9,25,11,2018,53.52,34529,13314,0,1727,6754,5590,589,503
25/11/2018_10:00,,0,10,25,11,2018,61.6,37150,14089,0,2713,6838,5773,573,1100
25/11/2018_11:00,,0,11,25,11,2018,60.3,38088,14893,0,2903,6840,5521,478,1480
25/11/2018_12:00,,0,12,25,11,2018,64,38705,15165,0,3203,6894,5793,417,1460
25/11/2018_13:00,,0,13,25,11,2018,61.03,38809,15764,0,3006,6930,5963,338,996
25/11/2018_14:00,,0,14,25,11,2018,68,38684,15967,0,3162,6948,5854,338,618
25/11/2018_15:00,,0,15,25,11,2018,76.2,39284,16237,0,4116,6955,5695,407,178
25/11/2018_16:00,,0,16,25,11,2018,70,42293,17869,0,4982,6962,5615,752,1
25/11/2018_17:00,,0,17,25,11,2018,122.54,44193,18718,0,5191,6969,6108,819,1
25/11/2018_18:00,,0,18,25,11,2018,99.8,43671,18595,0,5114,6971,6213,737,0
25/11/2018_19:00,,0,19,25,11,2018,70,41731,17962,0,4296,6972,6011,709,0
25/11/2018_20:00,,0,20,25,11,2018,62,39522,16350,0,3806,6973,5886,425,0
25/11/2018_21:00,,0,21,25,11,2018,58.7,36908,15262,0,2422,6974,5860,354,0
25/11/2018_22:00,,0,22,25,11,2018,54.63,33385,13279,0,1135,6975,5717,352,0
25/11/2018_23:00,,0,23,25,11,2018,52.58,29966,10555,0,918,6976,5663,349,0
26/11/2018_00:00,,1,0,26,11,2018,53.8,28537,10267,0,797,6974,5134,330,0
26/11/2018_01:00,,1,1,26,11,2018,51.91,28683,11346,0,853,6975,4932,319,0
26/11/2018_02:00,,1,2,26,11,2018,50.96,27683,10595,0,852,6960,4683,316,0
26/11/2018_03:00,,1,3,26,11,2018,52,27260,10259,0,941,6967,4480,314,0
26/11/2018_04:00,,1,4,26,11,2018,51.41,26914,10330,0,984,6961,4076,314,0
26/11/2018_05:00,,1,5,26,11,2018,56.55,27866,12024,0,1589,6961,3618,313,0
26/11/2018_06:00,,1,6,26,11,2018,71.48,32654,15048,0,4412,6966,3242,309,0
26/11/2018_07:00,,1,7,26,11,2018,70,39847,20817,0,6856,6966,3181,337,0
26/11/2018_08:00,,1,8,26,11,2018,75.7,42447,22805,0,7267,6968,3189,458,70
26/11/2018_09:00,,1,9,26,11,2018,73.74,43038,23103,0,7350,6971,3072,580,862
26/11/2018_10:00,,1,10,26,11,2018,62,43362,22627,0,7378,6973,2809,587,1640
26/11/2018_11:00,,1,11,26,11,2018,56.55,44113,23177,0,7504,6969,2072,385,2170
26/11/2018_12:00,,1,12,26,11,2018,57,44287,23406,0,7372,6963,1814,387,2110
26/11/2018_13:00,,1,13,26,11,2018,56.57,43945,23342,0,7261,6353,1703,339,1680
26/11/2018_14:00,,1,14,26,11,2018,62,43755,23513,0,7434,6342,1620,347,1030
26/11/2018_15:00,,1,15,26,11,2018,64,43657,23148,0,7733,6344,1597,370,334
26/11/2018_16:00,,1,16,26,11,2018,85.75,45861,23929,0,7856,6343,1701,906,2
26/11/2018_17:00,,1,17,26,11,2018,109.77,46679,24230,0,7651,6349,1829,906,0
26/11/2018_18:00,,1,18,26,11,2018,103.85,46321,23687,0,7629,6358,1941,908,0
26/11/2018_19:00,,1,19,26,11,2018,76.37,45831,23475,0,7969,6355,1797,671,0
26/11/2018_20:00,,1,20,26,11,2018,64.1,44059,22732,0,8227,6356,1898,458,0
26/11/2018_21:00,,1,21,26,11,2018,58.91,40625,20543,0,7491,6345,2121,367,0
26/11/2018_22:00,,1,22,26,11,2018,52.02,35984,18157,0,4667,6349,3009,364,0
26/11/2018_23:00,,1,23,26,11,2018,55.03,31586,15405,0,1374,6349,3100,367,0
27/11/2018_00:00,,2,0,27,11,2018,53.04,30149,13285,0,1125,6349,3873,367,0
27/11/2018_01:00,,2,1,27,11,2018,51.97,30171,13477,0,612,6346,4050,332,0
27/11/2018_02:00,,2,2,27,11,2018,51.58,29175,11995,0,832,6356,4611,331,0
27/11/2018_03:00,,2,3,27,11,2018,51.04,28669,10726,0,790,6357,5405,327,0
27/11/2018_04:00,,2,4,27,11,2018,52,28052,10955,0,997,6356,6303,325,0
27/11/2018_05:00,,2,5,27,11,2018,63.98,29138,12339,0,1619,6346,7005,343,0
27/11/2018_06:00,,2,6,27,11,2018,68.78,33482,14614,0,2394,6343,8171,355,0
27/11/2018_07:00,,2,7,27,11,2018,63.8,40678,17827,0,3875,6346,9668,411,0
27/11/2018_08:00,,2,8,27,11,2018,79,43035,18525,0,4236,6347,10750,422,41
27/11/2018_09:00,,2,9,27,11,2018,74.86,44149,18350,0,4649,6345,11277,395,351
27/11/2018_10:00,,2,10,27,11,2018,69.38,44619,17441,0,4859,6349,12261,384,605
27/11/2018_11:00,,2,11,27,11,2018,61.81,44926,17268,0,4833,6347,12823,339,686
27/11/2018_12:00,,2,12,27,11,2018,60.88,44978,16931,0,5231,6349,13143,299,572
27/11/2018_13:00,,2,13,27,11,2018,60.21,44887,17176,0,5499,6342,13426,316,389
27/11/2018_14:00,,2,14,27,11,2018,58.8,45168,17581,0,5758,6343,13715,347,174
27/11/2018_15:00,,2,15,27,11,2018,60,45130,17235,0,5670,6341,14078,371,53
27/11/2018_16:00,,2,16,27,11,2018,70.76,47655,19309,0,5661,6340,13749,794,1
27/11/2018_17:00,,2,17,27,11,2018,100.01,47342,18754,0,5510,6343,13466,803,0
27/11/2018_18:00,,2,18,27,11,2018,92,47166,19320,0,5175,6312,13012,823,0
27/11/2018_19:00,,2,19,27,11,2018,70.47,46230,17387,0,5613,6292,12125,603,0
27/11/2018_20:00,,2,20,27,11,2018,66.35,43713,15210,0,5098,6264,10762,403,0
27/11/2018_21:00,,2,21,27,11,2018,63.95,40057,12877,0,4463,6233,9806,349,0
27/11/2018_22:00,,2,22,27,11,2018,56.77,35611,11057,0,3454,6204,9308,327,0
27/11/2018_23:00,,2,23,27,11,2018,59.75,31341,7043,0,2478,6195,9228,340,0
28/11/2018_00:00,,3,0,28,11,2018,55.39,29729,6308,0,1601,6194,9363,322,0
28/11/2018_01:00,,3,1,28,11,2018,54.3,29687,5848,0,1493,6199,10003,323,0
28/11/2018_02:00,,3,2,28,11,2018,51.19,28610,5148,0,1463,6192,10381,322,0
28/11/2018_03:00,,3,3,28,11,2018,50.58,27922,4528,0,1433,6196,11549,322,0
28/11/2018_04:00,,3,4,28,11,2018,52,27615,4421,0,1372,6198,12135,310,0
28/11/2018_05:00,,3,5,28,11,2018,59.74,28265,4375,0,1440,6200,12454,311,0
28/11/2018_06:00,,3,6,28,11,2018,67.9,32627,5738,0,2187,6196,13182,376,0
28/11/2018_07:00,,3,7,28,11,2018,76.34,38530,10006,0,3927,6190,13485,439,0
28/11/2018_08:00,,3,8,28,11,2018,75.74,40989,10714,0,4443,6190,13983,501,2
28/11/2018_09:00,,3,9,28,11,2018,71.76,41685,11004,0,4429,6189,14057,495,91
28/11/2018_10:00,,3,10,28,11,2018,71.98,41864,10951,0,4502,6095,14521,413,210
28/11/2018_11:00,,3,11,28,11,2018,65,42381,10945,0,4488,6192,14766,418,392
28/11/2018_12:00,,3,12,28,11,2018,66,42443,10995,0,4403,6191,14667,406,482
28/11/2018_13:00,,3,13,28,11,2018,62.5,42246,10638,0,4659,6196,13873,434,372
28/11/2018_14:00,,3,14,28,11,2018,63.49,42056,10435,0,4803,6187,13800,456,238
28/11/2018_15:00,,3,15,28,11,2018,67.26,41900,10984,0,4463,6191,13385,447,83
28/11/2018_16:00,,3,16,28,11,2018,78.06,44308,12792,0,4997,6193,13170,668,0
28/11/2018_17:00,,3,17,28,11,2018,88.32,46068,13483,0,5113,6220,13738,678,0
28/11/2018_18:00,,3,18,28,11,2018,84.95,45557,12733,0,4701,6247,14916,544,0
28/11/2018_19:00,,3,19,28,11,2018,69.75,43754,11528,0,4182,6279,14886,531,0
28/11/2018_20:00,,3,20,28,11,2018,61.18,41117,9880,0,3335,6303,14410,348,0
28/11/2018_21:00,,3,21,28,11,2018,61.8,37443,7379,0,2649,6330,14017,321,0
28/11/2018_22:00,,3,22,28,11,2018,55.27,33176,5217,0,1919,6328,13441,340,0
28/11/2018_23:00,,3,23,28,11,2018,53.77,29215,3814,0,1069,6328,12667,342,0
29/11/2018_00:00,,4,0,29,11,2018,53.27,27836,3588,0,1020,6334,12042,364,0
29/11/2018_01:00,,4,1,29,11,2018,53.33,28138,3698,0,1128,6344,12125,360,0
29/11/2018_02:00,,4,2,29,11,2018,53.08,26947,3491,0,1106,6349,11847,359,0
29/11/2018_03:00,,4,3,29,11,2018,51.56,26258,3143,0,1124,6343,12038,357,0
29/11/2018_04:00,,4,4,29,11,2018,51.53,25619,3107,0,1118,6337,12393,360,0
29/11/2018_05:00,,4,5,29,11,2018,53.86,26356,3294,0,926,6349,12597,359,0
29/11/2018_06:00,,4,6,29,11,2018,65,31029,4925,0,2076,6345,11929,406,0
29/11/2018_07:00,,4,7,29,11,2018,60,37774,10381,0,4218,6342,11857,607,0
29/11/2018_08:00,,4,8,29,11,2018,74.2,40141,11895,0,5041,6341,11614,776,5
29/11/2018_09:00,,4,9,29,11,2018,77.65,40816,11851,0,5135,6344,12269,781,124
29/11/2018_10:00,,4,10,29,11,2018,70.34,41390,11812,0,5110,6350,12703,657,528
29/11/2018_11:00,,4,11,29,11,2018,58.77,41714,11430,0,4815,6345,12733,485,1030
29/11/2018_12:00,,4,12,29,11,2018,58.2,42055,11262,0,4545,6345,12898,482,1460
29/11/2018_13:00,,4,13,29,11,2018,57,41411,11208,0,4633,6348,12502,421,1410
29/11/2018_14:00,,4,14,29,11,2018,57.67,40558,10318,0,4223,6346,13332,459,932
29/11/2018_15:00,,4,15,29,11,2018,57.8,40579,10845,0,3951,6342,14017,460,231
29/11/2018_16:00,,4,16,29,11,2018,72.62,43451,12721,0,3902,6336,13888,841,1
29/11/2018_17:00,,4,17,29,11,2018,99.98,45413,13353,0,4407,6346,14258,720,1
29/11/2018_18:00,,4,18,29,11,2018,81,44414,12828,0,4310,6351,14399,673,1
29/11/2018_19:00,,4,19,29,11,2018,77.4,43075,12009,0,3537,6351,14336,522,0
29/11/2018_20:00,,4,20,29,11,2018,65.1,40846,9740,0,3329,6348,14275,543,0
29/11/2018_21:00,,4,21,29,11,2018,61.09,37572,7500,0,2587,6342,14048,487,0
29/11/2018_22:00,,4,22,29,11,2018,54.07,33353,6416,0,2182,6329,13340,415,0
29/11/2018_23:00,,4,23,29,11,2018,51.32,29633,4180,0,1375,6313,12972,410,0
30/11/2018_00:00,,5,0,30,11,2018,52.24,28359,3392,0,1371,6291,12861,412,0
30/11/2018_01:00,,5,1,30,11,2018,50.71,28261,4018,0,1452,6272,12840,407,0
30/11/2018_02:00,,5,2,30,11,2018,50.56,26544,3648,0,1119,6261,12501,410,0
30/11/2018_03:00,,5,3,30,11,2018,49.52,25922,3692,0,1193,6241,12381,416,0
30/11/2018_04:00,,5,4,30,11,2018,49.96,25318,4046,0,1289,6235,11907,424,0
30/11/2018_05:00,,5,5,30,11,2018,54.32,26337,3958,0,1632,6240,11656,419,0
30/11/2018_06:00,,5,6,30,11,2018,62.34,30821,5454,0,2827,6240,11989,413,0
30/11/2018_07:00,,5,7,30,11,2018,66.85,37652,9899,0,4283,6237,12563,474,0
30/11/2018_08:00,,5,8,30,11,2018,66.27,40222,11670,0,4685,6235,12986,492,143
30/11/2018_09:00,,5,9,30,11,2018,64.08,41225,11465,0,4627,6243,13226,513,1440
30/11/2018_10:00,,5,10,30,11,2018,63,41373,10223,0,4361,6245,13423,508,2750
30/11/2018_11:00,,5,11,30,11,2018,59.03,41103,9547,0,4164,6243,13595,518,3480
30/11/2018_12:00,,5,12,30,11,2018,59.7,40855,9052,0,4223,6245,13725,533,3410
30/11/2018_13:00,,5,13,30,11,2018,57.1,40322,8971,0,4082,6242,13500,533,2600
30/11/2018_14:00,,5,14,30,11,2018,59.6,40013,9620,0,4327,6238,13524,489,1490
30/11/2018_15:00,,5,15,30,11,2018,64.07,39641,10461,0,4331,6240,13188,499,365
30/11/2018_16:00,,5,16,30,11,2018,74.59,42821,12435,0,4545,6244,13229,682,1
30/11/2018_17:00,,5,17,30,11,2018,94.53,44393,14019,0,4179,6242,13010,697,4
30/11/2018_18:00,,5,18,30,11,2018,73.3,43380,13680,0,4040,6243,13121,689,0
30/11/2018_19:00,,5,19,30,11,2018,64.46,42365,13124,0,3764,6244,13315,672,0
30/11/2018_20:00,,5,20,30,11,2018,57.9,39847,11948,0,3501,6246,12179,659,0
30/11/2018_21:00,,5,21,30,11,2018,58.47,36943,10250,0,3236,6244,11734,583,0
30/11/2018_22:00,,5,22,30,11,2018,56.5,33685,9694,0,2063,6237,11190,558,0
30/11/2018_23:00,,5,23,30,11,2018,63.6,30530,8858,0,1416,6235,9705,540,0
01/12/2018_00:00,,6,0,1,12,2018,56.12,28628,7340,0,1192,6251,8615,642,0
01/12/2018_01:00,,6,1,1,12,2018,49.38,28519,7341,0,809,6264,8143,498,0
01/12/2018_02:00,,6,2,1,12,2018,46.84,27141,7346,0,769,6277,7225,484,0
01/12/2018_03:00,,6,3,1,12,2018,45.03,25960,8085,0,646,6310,6062,492,0
01/12/2018_04:00,,6,4,1,12,2018,45.12,25260,7566,0,646,6334,6128,493,0
01/12/2018_05:00,,6,5,1,12,2018,46.52,25419,7542,0,608,6343,5851,685,0
01/12/2018_06:00,,6,6,1,12,2018,51,27473,8391,0,646,6349,6295,861,0
01/12/2018_07:00,,6,7,1,12,2018,52.75,30804,10806,0,886,6345,6661,893,0
01/12/2018_08:00,,6,8,1,12,2018,58,34148,14117,0,1305,6348,7131,923,3
01/12/2018_09:00,,6,9,1,12,2018,57.55,37448,15620,0,2169,6352,7547,931,142
01/12/2018_10:00,,6,10,1,12,2018,55.97,38666,16034,0,2310,6348,7391,938,392
01/12/2018_11:00,,6,11,1,12,2018,54,38751,15864,0,2253,6347,7720,749,525
01/12/2018_12:00,,6,12,1,12,2018,52.53,38619,16092,0,2326,6349,7359,725,647
01/12/2018_13:00,,6,13,1,12,2018,49.33,38171,15722,0,2159,6352,7294,718,647
01/12/2018_14:00,,6,14,1,12,2018,51.23,37313,15094,0,2190,6346,7301,717,381
01/12/2018_15:00,,6,15,1,12,2018,55.19,37351,15764,0,2020,6272,7239,699,88
01/12/2018_16:00,,6,16,1,12,2018,62.91,39234,17581,0,2401,6274,6888,786,0
01/12/2018_17:00,,6,17,1,12,2018,76,40942,18047,0,3122,6278,6288,996,0
01/12/2018_18:00,,6,18,1,12,2018,69,40603,18260,0,3111,6273,5913,996,0
01/12/2018_19:00,,6,19,1,12,2018,62.65,38930,17817,0,2879,6272,5363,985,0
01/12/2018_20:00,,6,20,1,12,2018,56.01,36919,17223,0,2296,6275,4909,774,0
01/12/2018_21:00,,6,21,1,12,2018,55.3,34331,14641,0,1729,6280,5124,743,0
01/12/2018_22:00,,6,22,1,12,2018,51.91,31684,12855,0,1245,6276,5077,736,0
01/12/2018_23:00,,6,23,1,12,2018,53.51,29056,10740,0,898,6275,5686,644,0
02/12/2018_00:00,,0,0,2,12,2018,46.38,27600,10166,0,485,6270,4978,648,0
02/12/2018_01:00,,0,1,2,12,2018,45.17,27481,10342,0,509,6259,4850,530,0
02/12/2018_02:00,,0,2,2,12,2018,40.54,25940,9129,0,230,6272,4805,527,0
02/12/2018_03:00,,0,3,2,12,2018,40.03,24772,9087,0,0,6214,4749,494,0
02/12/2018_04:00,,0,4,2,12,2018,42.58,23983,9411,0,0,6197,4463,493,0
