date,hour,CET/CEST time,price_sterling,
24/01/2018,06 - 07,07 - 08,"50,00",
24/01/2018,07 - 08,08 - 09,"43,99",
24/01/2018,08 - 09,09 - 10,"46,15",
24/01/2018,09 - 10,10 - 11,"54,00",
24/01/2018,10 - 11,11 - 12,"50,00",
24/01/2018,11 - 12,12 - 13,"48,66",
24/01/2018,12 - 13,13 - 14,"50,00",
24/01/2018,13 - 14,14 - 15,"46,66",
24/01/2018,14 - 15,15 - 16,"41,58",
24/01/2018,15 - 16,16 - 17,"42,44",
24/01/2018,16 - 17,17 - 18,"51,60",
24/01/2018,17 - 18,18 - 19,"74,00",
24/01/2018,18 - 19,19 - 20,"63,92",
24/01/2018,19 - 20,20 - 21,"56,68",
24/01/2018,20 - 21,21 - 22,"45,21",
24/01/2018,21 - 22,22 - 23,"45,44",
24/01/2018,22 - 23,23 - 00,"39,90",
25/01/2018,23 - 00,00 - 01,"40,58",
25/01/2018,00 - 01,01 - 02,"44,97",
25/01/2018,01 - 02,02 - 03,"44,93",
25/01/2018,02 - 03,03 - 04,"41,94",
25/01/2018,03 - 04,04 - 05,"40,55",
25/01/2018,04 - 05,05 - 06,"40,00",
25/01/2018,05 - 06,06 - 07,"44,94",
25/01/2018,06 - 07,07 - 08,"47,55",
25/01/2018,07 - 08,08 - 09,"42,41",
25/01/2018,08 - 09,09 - 10,"49,60",
25/01/2018,09 - 10,10 - 11,"53,20",
25/01/2018,10 - 11,11 - 12,"48,44",
25/01/2018,11 - 12,12 - 13,"41,07",
25/01/2018,12 - 13,13 - 14,"41,05",
25/01/2018,13 - 14,14 - 15,"46,55",
25/01/2018,14 - 15,15 - 16,"56,00",
25/01/2018,15 - 16,16 - 17,"41,05",
25/01/2018,16 - 17,17 - 18,"50,21",
25/01/2018,17 - 18,18 - 19,"80,82",
25/01/2018,18 - 19,19 - 20,"73,17",
25/01/2018,19 - 20,20 - 21,"60,94",
25/01/2018,20 - 21,21 - 22,"55,00",
25/01/2018,21 - 22,22 - 23,"49,00",
25/01/2018,22 - 23,23 - 00,"41,09",
26/01/2018,23 - 00,00 - 01,"42,68",
26/01/2018,00 - 01,01 - 02,"42,69",
26/01/2018,01 - 02,02 - 03,"42,69",
26/01/2018,02 - 03,03 - 04,"39,77",
26/01/2018,03 - 04,04 - 05,"39,89",
26/01/2018,04 - 05,05 - 06,"39,95",
26/01/2018,05 - 06,06 - 07,"40,76",
26/01/2018,06 - 07,07 - 08,"46,00",
26/01/2018,07 - 08,08 - 09,"52,53",
26/01/2018,08 - 09,09 - 10,"62,00",
26/01/2018,09 - 10,10 - 11,"62,62",
26/01/2018,10 - 11,11 - 12,"61,55",
26/01/2018,11 - 12,12 - 13,"48,39",
26/01/2018,12 - 13,13 - 14,"46,44",
26/01/2018,13 - 14,14 - 15,"45,01",
26/01/2018,14 - 15,15 - 16,"44,55",
26/01/2018,15 - 16,16 - 17,"44,25",
26/01/2018,16 - 17,17 - 18,"63,00",
26/01/2018,17 - 18,18 - 19,"89,25",
26/01/2018,18 - 19,19 - 20,"71,95",
26/01/2018,19 - 20,20 - 21,"66,96",
26/01/2018,20 - 21,21 - 22,"49,40",
26/01/2018,21 - 22,22 - 23,"47,79",
26/01/2018,22 - 23,23 - 00,"41,00",
27/01/2018,23 - 00,00 - 01,"52,09",
27/01/2018,00 - 01,01 - 02,"47,91",
27/01/2018,01 - 02,02 - 03,"57,00",
27/01/2018,02 - 03,03 - 04,"43,92",
27/01/2018,03 - 04,04 - 05,"42,93",
27/01/2018,04 - 05,05 - 06,"37,21",
27/01/2018,05 - 06,06 - 07,"29,32",
27/01/2018,06 - 07,07 - 08,"31,26",
27/01/2018,07 - 08,08 - 09,"39,19",
27/01/2018,08 - 09,09 - 10,"42,56",
27/01/2018,09 - 10,10 - 11,"56,20",
27/01/2018,10 - 11,11 - 12,"56,00",
27/01/2018,11 - 12,12 - 13,"49,09",
27/01/2018,12 - 13,13 - 14,"43,96",
27/01/2018,13 - 14,14 - 15,"42,03",
27/01/2018,14 - 15,15 - 16,"39,58",
27/01/2018,15 - 16,16 - 17,"41,39",
27/01/2018,16 - 17,17 - 18,"45,20",
27/01/2018,17 - 18,18 - 19,"75,00",
27/01/2018,18 - 19,19 - 20,"69,94",
27/01/2018,19 - 20,20 - 21,"50,66",
27/01/2018,20 - 21,21 - 22,"41,84",
27/01/2018,21 - 22,22 - 23,"40,70",
27/01/2018,22 - 23,23 - 00,"38,91",
28/01/2018,23 - 00,00 - 01,"44,80",
28/01/2018,00 - 01,01 - 02,"45,91",
28/01/2018,01 - 02,02 - 03,"44,98",
28/01/2018,02 - 03,03 - 04,"47,93",
28/01/2018,03 - 04,04 - 05,"40,99",
28/01/2018,04 - 05,05 - 06,"39,60",
28/01/2018,05 - 06,06 - 07,"37,80",
28/01/2018,06 - 07,07 - 08,"41,94",
28/01/2018,07 - 08,08 - 09,"30,60",
28/01/2018,08 - 09,09 - 10,"29,51",
28/01/2018,09 - 10,10 - 11,"44,13",
28/01/2018,10 - 11,11 - 12,"46,52",
28/01/2018,11 - 12,12 - 13,"46,30",
28/01/2018,12 - 13,13 - 14,"52,90",
28/01/2018,13 - 14,14 - 15,"50,00",
28/01/2018,14 - 15,15 - 16,"45,03",
28/01/2018,15 - 16,16 - 17,"46,60",
28/01/2018,16 - 17,17 - 18,"50,06",
28/01/2018,17 - 18,18 - 19,"75,92",
28/01/2018,18 - 19,19 - 20,"67,90",
28/01/2018,19 - 20,20 - 21,"47,04",
28/01/2018,20 - 21,21 - 22,"47,00",
28/01/2018,21 - 22,22 - 23,"41,32",
28/01/2018,22 - 23,23 - 00,"32,28",
29/01/2018,23 - 00,00 - 01,"25,88",
29/01/2018,00 - 01,01 - 02,"25,57",
29/01/2018,01 - 02,02 - 03,"29,00",
29/01/2018,02 - 03,03 - 04,"16,47",
29/01/2018,03 - 04,04 - 05,"10,10",
29/01/2018,04 - 05,05 - 06,"17,60",
29/01/2018,05 - 06,06 - 07,"30,29",
29/01/2018,06 - 07,07 - 08,"48,94",
29/01/2018,07 - 08,08 - 09,"44,15",
29/01/2018,08 - 09,09 - 10,"46,27",
29/01/2018,09 - 10,10 - 11,"51,90",
29/01/2018,10 - 11,11 - 12,"46,10",
29/01/2018,11 - 12,12 - 13,"44,80",
29/01/2018,12 - 13,13 - 14,"44,56",
29/01/2018,13 - 14,14 - 15,"43,09",
29/01/2018,14 - 15,15 - 16,"38,49",
29/01/2018,15 - 16,16 - 17,"33,44",
29/01/2018,16 - 17,17 - 18,"43,53",
29/01/2018,17 - 18,18 - 19,"68,94",
29/01/2018,18 - 19,19 - 20,"62,00",
29/01/2018,19 - 20,20 - 21,"58,10",
29/01/2018,20 - 21,21 - 22,"54,00",
29/01/2018,21 - 22,22 - 23,"50,50",
29/01/2018,22 - 23,23 - 00,"37,57",
30/01/2018,23 - 00,00 - 01,"40,99",
30/01/2018,00 - 01,01 - 02,"43,19",
30/01/2018,01 - 02,02 - 03,"41,91",
30/01/2018,02 - 03,03 - 04,"40,22",
30/01/2018,03 - 04,04 - 05,"40,04",
30/01/2018,04 - 05,05 - 06,"39,92",
30/01/2018,05 - 06,06 - 07,"40,04",
30/01/2018,06 - 07,07 - 08,"49,92",
30/01/2018,07 - 08,08 - 09,"49,70",
30/01/2018,08 - 09,09 - 10,"60,00",
30/01/2018,09 - 10,10 - 11,"60,10",
30/01/2018,10 - 11,11 - 12,"48,98",
30/01/2018,11 - 12,12 - 13,"43,00",
30/01/2018,12 - 13,13 - 14,"42,00",
30/01/2018,13 - 14,14 - 15,"40,65",
30/01/2018,14 - 15,15 - 16,"40,72",
30/01/2018,15 - 16,16 - 17,"41,36",
30/01/2018,16 - 17,17 - 18,"47,53",
30/01/2018,17 - 18,18 - 19,"71,45",
30/01/2018,18 - 19,19 - 20,"55,00",
30/01/2018,19 - 20,20 - 21,"53,76",
30/01/2018,20 - 21,21 - 22,"47,44",
30/01/2018,21 - 22,22 - 23,"40,35",
30/01/2018,22 - 23,23 - 00,"36,45",
31/01/2018,23 - 00,00 - 01,"48,00",
31/01/2018,00 - 01,01 - 02,"44,95",
31/01/2018,01 - 02,02 - 03,"43,01",
31/01/2018,02 - 03,03 - 04,"39,99",
31/01/2018,03 - 04,04 - 05,"36,57",
31/01/2018,04 - 05,05 - 06,"29,44",
31/01/2018,05 - 06,06 - 07,"37,99",
31/01/2018,06 - 07,07 - 08,"45,91",
31/01/2018,07 - 08,08 - 09,"48,79",
31/01/2018,08 - 09,09 - 10,"54,61",
31/01/2018,09 - 10,10 - 11,"57,00",
31/01/2018,10 - 11,11 - 12,"45,10",
31/01/2018,11 - 12,12 - 13,"41,38",
31/01/2018,12 - 13,13 - 14,"41,19",
31/01/2018,13 - 14,14 - 15,"40,86",
31/01/2018,14 - 15,15 - 16,"40,61",
31/01/2018,15 - 16,16 - 17,"41,23",
31/01/2018,16 - 17,17 - 18,"49,00",
31/01/2018,17 - 18,18 - 19,"75,00",
31/01/2018,18 - 19,19 - 20,"66,00",
31/01/2018,19 - 20,20 - 21,"55,01",
31/01/2018,20 - 21,21 - 22,"50,01",
31/01/2018,21 - 22,22 - 23,"44,44",
31/01/2018,22 - 23,23 - 00,"37,97",
01/02/2018,23 - 00,00 - 01,"45,07",
01/02/2018,00 - 01,01 - 02,"44,96",
01/02/2018,01 - 02,02 - 03,"48,50",
01/02/2018,02 - 03,03 - 04,"41,95",
01/02/2018,03 - 04,04 - 05,"37,03",
01/02/2018,04 - 05,05 - 06,"27,05",
01/02/2018,05 - 06,06 - 07,"37,08",
01/02/2018,06 - 07,07 - 08,"45,52",
01/02/2018,07 - 08,08 - 09,"46,59",
01/02/2018,08 - 09,09 - 10,"57,53",
01/02/2018,09 - 10,10 - 11,"50,00",
01/02/2018,10 - 11,11 - 12,"43,45",
01/02/2018,11 - 12,12 - 13,"41,33",
01/02/2018,12 - 13,13 - 14,"41,33",
01/02/2018,13 - 14,14 - 15,"42,24",
01/02/2018,14 - 15,15 - 16,"43,45",
01/02/2018,15 - 16,16 - 17,"43,45",
01/02/2018,16 - 17,17 - 18,"49,62",
01/02/2018,17 - 18,18 - 19,"76,01",
01/02/2018,18 - 19,19 - 20,"69,02",
01/02/2018,19 - 20,20 - 21,"57,00",
01/02/2018,20 - 21,21 - 22,"47,18",
01/02/2018,21 - 22,22 - 23,"47,44",
01/02/2018,22 - 23,23 - 00,"39,40",
02/02/2018,23 - 00,00 - 01,"40,00",
02/02/2018,00 - 01,01 - 02,"41,52",
02/02/2018,01 - 02,02 - 03,"41,38",
02/02/2018,02 - 03,03 - 04,"40,90",
02/02/2018,03 - 04,04 - 05,"35,37",
02/02/2018,04 - 05,05 - 06,"36,00",
02/02/2018,05 - 06,06 - 07,"41,95",
02/02/2018,06 - 07,07 - 08,"50,70",
02/02/2018,07 - 08,08 - 09,"45,00",
02/02/2018,08 - 09,09 - 10,"53,10",
02/02/2018,09 - 10,10 - 11,"53,21",
02/02/2018,10 - 11,11 - 12,"44,10",
02/02/2018,11 - 12,12 - 13,"42,62",
02/02/2018,12 - 13,13 - 14,"43,01",
02/02/2018,13 - 14,14 - 15,"46,37",
02/02/2018,14 - 15,15 - 16,"48,69",
02/02/2018,15 - 16,16 - 17,"43,00",
02/02/2018,16 - 17,17 - 18,"53,36",
02/02/2018,17 - 18,18 - 19,"87,50",
02/02/2018,18 - 19,19 - 20,"76,00",
02/02/2018,19 - 20,20 - 21,"60,01",
02/02/2018,20 - 21,21 - 22,"49,14",
02/02/2018,21 - 22,22 - 23,"50,59",
02/02/2018,22 - 23,23 - 00,"43,00",
03/02/2018,23 - 00,00 - 01,"47,92",
03/02/2018,00 - 01,01 - 02,"46,94",
03/02/2018,01 - 02,02 - 03,"45,94",
03/02/2018,02 - 03,03 - 04,"43,90",
03/02/2018,03 - 04,04 - 05,"42,92",
03/02/2018,04 - 05,05 - 06,"42,01",
03/02/2018,05 - 06,06 - 07,"42,49",
03/02/2018,06 - 07,07 - 08,"44,53",
03/02/2018,07 - 08,08 - 09,"41,83",
03/02/2018,08 - 09,09 - 10,"51,95",
03/02/2018,09 - 10,10 - 11,"56,00",
03/02/2018,10 - 11,11 - 12,"60,24",
03/02/2018,11 - 12,12 - 13,"61,04",
03/02/2018,12 - 13,13 - 14,"50,60",
03/02/2018,13 - 14,14 - 15,"44,55",
03/02/2018,14 - 15,15 - 16,"42,08",
03/02/2018,15 - 16,16 - 17,"42,00",
03/02/2018,16 - 17,17 - 18,"46,96",
03/02/2018,17 - 18,18 - 19,"82,44",
03/02/2018,18 - 19,19 - 20,"70,10",
03/02/2018,19 - 20,20 - 21,"53,22",
03/02/2018,20 - 21,21 - 22,"45,78",
03/02/2018,21 - 22,22 - 23,"49,00",
03/02/2018,22 - 23,23 - 00,"41,57",
04/02/2018,23 - 00,00 - 01,"43,03",
04/02/2018,00 - 01,01 - 02,"43,79",
04/02/2018,01 - 02,02 - 03,"43,78",
04/02/2018,02 - 03,03 - 04,"41,95",
04/02/2018,03 - 04,04 - 05,"41,92",
04/02/2018,04 - 05,05 - 06,"41,15",
04/02/2018,05 - 06,06 - 07,"41,23",
04/02/2018,06 - 07,07 - 08,"41,57",
04/02/2018,07 - 08,08 - 09,"39,29",
04/02/2018,08 - 09,09 - 10,"41,34",
04/02/2018,09 - 10,10 - 11,"41,94",
04/02/2018,10 - 11,11 - 12,"44,99",
04/02/2018,11 - 12,12 - 13,"49,03",
04/02/2018,12 - 13,13 - 14,"47,75",
04/02/2018,13 - 14,14 - 15,"51,23",
04/02/2018,14 - 15,15 - 16,"45,53",
04/02/2018,15 - 16,16 - 17,"45,00",
04/02/2018,16 - 17,17 - 18,"53,30",
04/02/2018,17 - 18,18 - 19,"75,01",
04/02/2018,18 - 19,19 - 20,"68,96",
04/02/2018,19 - 20,20 - 21,"55,10",
04/02/2018,20 - 21,21 - 22,"50,07",
04/02/2018,21 - 22,22 - 23,"51,54",
04/02/2018,22 - 23,23 - 00,"41,86",
05/02/2018,23 - 00,00 - 01,"41,93",
05/02/2018,00 - 01,01 - 02,"42,53",
05/02/2018,01 - 02,02 - 03,"42,59",
05/02/2018,02 - 03,03 - 04,"42,57",
05/02/2018,03 - 04,04 - 05,"42,56",
05/02/2018,04 - 05,05 - 06,"42,51",
05/02/2018,05 - 06,06 - 07,"42,05",
05/02/2018,06 - 07,07 - 08,"49,51",
05/02/2018,07 - 08,08 - 09,"52,78",
05/02/2018,08 - 09,09 - 10,"58,00",
05/02/2018,09 - 10,10 - 11,"59,96",
05/02/2018,10 - 11,11 - 12,"47,16",
05/02/2018,11 - 12,12 - 13,"44,56",
05/02/2018,12 - 13,13 - 14,"44,04",
05/02/2018,13 - 14,14 - 15,"44,06",
05/02/2018,14 - 15,15 - 16,"44,33",
05/02/2018,15 - 16,16 - 17,"54,97",
05/02/2018,16 - 17,17 - 18,"55,30",
05/02/2018,17 - 18,18 - 19,"76,31",
05/02/2018,18 - 19,19 - 20,"75,04",
05/02/2018,19 - 20,20 - 21,"58,00",
05/02/2018,20 - 21,21 - 22,"52,03",
05/02/2018,21 - 22,22 - 23,"52,03",
05/02/2018,22 - 23,23 - 00,"43,06",
06/02/2018,23 - 00,00 - 01,"43,63",
06/02/2018,00 - 01,01 - 02,"45,43",
06/02/2018,01 - 02,02 - 03,"43,64",
06/02/2018,02 - 03,03 - 04,"43,00",
06/02/2018,03 - 04,04 - 05,"42,27",
06/02/2018,04 - 05,05 - 06,"41,66",
06/02/2018,05 - 06,06 - 07,"42,05",
06/02/2018,06 - 07,07 - 08,"48,97",
06/02/2018,07 - 08,08 - 09,"56,51",
06/02/2018,08 - 09,09 - 10,"56,13",
06/02/2018,09 - 10,10 - 11,"54,30",
06/02/2018,10 - 11,11 - 12,"52,78",
06/02/2018,11 - 12,12 - 13,"47,50",
06/02/2018,12 - 13,13 - 14,"46,67",
06/02/2018,13 - 14,14 - 15,"45,64",
06/02/2018,14 - 15,15 - 16,"45,02",
06/02/2018,15 - 16,16 - 17,"48,59",
06/02/2018,16 - 17,17 - 18,"54,81",
06/02/2018,17 - 18,18 - 19,"68,92",
06/02/2018,18 - 19,19 - 20,"67,00",
06/02/2018,19 - 20,20 - 21,"60,50",
06/02/2018,20 - 21,21 - 22,"48,00",
06/02/2018,21 - 22,22 - 23,"43,53",
06/02/2018,22 - 23,23 - 00,"41,51",
07/02/2018,23 - 00,00 - 01,"40,81",
07/02/2018,00 - 01,01 - 02,"41,99",
07/02/2018,01 - 02,02 - 03,"40,81",
07/02/2018,02 - 03,03 - 04,"40,56",
07/02/2018,03 - 04,04 - 05,"40,94",
07/02/2018,04 - 05,05 - 06,"40,73",
07/02/2018,05 - 06,06 - 07,"42,88",
07/02/2018,06 - 07,07 - 08,"53,69",
07/02/2018,07 - 08,08 - 09,"56,14",
07/02/2018,08 - 09,09 - 10,"56,05",
07/02/2018,09 - 10,10 - 11,"52,98",
07/02/2018,10 - 11,11 - 12,"51,25",
07/02/2018,11 - 12,12 - 13,"45,50",
07/02/2018,12 - 13,13 - 14,"45,49",
07/02/2018,13 - 14,14 - 15,"44,67",
07/02/2018,14 - 15,15 - 16,"46,48",
07/02/2018,15 - 16,16 - 17,"48,59",
07/02/2018,16 - 17,17 - 18,"55,10",
07/02/2018,17 - 18,18 - 19,"68,59",
07/02/2018,18 - 19,19 - 20,"64,23",
07/02/2018,19 - 20,20 - 21,"60,54",
07/02/2018,20 - 21,21 - 22,"47,00",
07/02/2018,21 - 22,22 - 23,"43,37",
07/02/2018,22 - 23,23 - 00,"40,67",
08/02/2018,23 - 00,00 - 01,"42,82",
08/02/2018,00 - 01,01 - 02,"42,94",
08/02/2018,01 - 02,02 - 03,"42,76",
08/02/2018,02 - 03,03 - 04,"42,08",
08/02/2018,03 - 04,04 - 05,"41,43",
08/02/2018,04 - 05,05 - 06,"41,24",
08/02/2018,05 - 06,06 - 07,"44,61",
08/02/2018,06 - 07,07 - 08,"54,10",
08/02/2018,07 - 08,08 - 09,"59,17",
08/02/2018,08 - 09,09 - 10,"61,34",
08/02/2018,09 - 10,10 - 11,"61,10",
08/02/2018,10 - 11,11 - 12,"54,38",
08/02/2018,11 - 12,12 - 13,"47,77",
08/02/2018,12 - 13,13 - 14,"46,53",
08/02/2018,13 - 14,14 - 15,"46,82",
08/02/2018,14 - 15,15 - 16,"46,00",
08/02/2018,15 - 16,16 - 17,"49,02",
08/02/2018,16 - 17,17 - 18,"55,85",
08/02/2018,17 - 18,18 - 19,"64,74",
08/02/2018,18 - 19,19 - 20,"64,61",
08/02/2018,19 - 20,20 - 21,"60,56",
08/02/2018,20 - 21,21 - 22,"47,74",
08/02/2018,21 - 22,22 - 23,"47,48",
08/02/2018,22 - 23,23 - 00,"42,22",
09/02/2018,23 - 00,00 - 01,"47,20",
09/02/2018,00 - 01,01 - 02,"45,97",
09/02/2018,01 - 02,02 - 03,"44,16",
09/02/2018,02 - 03,03 - 04,"41,62",
09/02/2018,03 - 04,04 - 05,"41,06",
09/02/2018,04 - 05,05 - 06,"37,34",
09/02/2018,05 - 06,06 - 07,"44,26",
09/02/2018,06 - 07,07 - 08,"47,91",
09/02/2018,07 - 08,08 - 09,"48,21",
09/02/2018,08 - 09,09 - 10,"51,24",
09/02/2018,09 - 10,10 - 11,"57,66",
09/02/2018,10 - 11,11 - 12,"47,79",
09/02/2018,11 - 12,12 - 13,"44,49",
09/02/2018,12 - 13,13 - 14,"42,55",
09/02/2018,13 - 14,14 - 15,"42,08",
09/02/2018,14 - 15,15 - 16,"41,98",
09/02/2018,15 - 16,16 - 17,"41,94",
09/02/2018,16 - 17,17 - 18,"45,50",
09/02/2018,17 - 18,18 - 19,"70,00",
09/02/2018,18 - 19,19 - 20,"73,86",
09/02/2018,19 - 20,20 - 21,"62,49",
09/02/2018,20 - 21,21 - 22,"49,00",
09/02/2018,21 - 22,22 - 23,"49,60",
09/02/2018,22 - 23,23 - 00,"41,65",
10/02/2018,23 - 00,00 - 01,"55,10",
10/02/2018,00 - 01,01 - 02,"47,95",
10/02/2018,01 - 02,02 - 03,"47,93",
10/02/2018,02 - 03,03 - 04,"46,99",
10/02/2018,03 - 04,04 - 05,"41,03",
10/02/2018,04 - 05,05 - 06,"38,99",
10/02/2018,05 - 06,06 - 07,"36,60",
10/02/2018,06 - 07,07 - 08,"39,38",
10/02/2018,07 - 08,08 - 09,"41,42",
10/02/2018,08 - 09,09 - 10,"46,05",
10/02/2018,09 - 10,10 - 11,"48,05",
10/02/2018,10 - 11,11 - 12,"48,08",
10/02/2018,11 - 12,12 - 13,"46,20",
10/02/2018,12 - 13,13 - 14,"46,93",
10/02/2018,13 - 14,14 - 15,"50,10",
10/02/2018,14 - 15,15 - 16,"51,53",
10/02/2018,15 - 16,16 - 17,"48,30",
10/02/2018,16 - 17,17 - 18,"44,41",
10/02/2018,17 - 18,18 - 19,"71,20",
10/02/2018,18 - 19,19 - 20,"72,99",
10/02/2018,19 - 20,20 - 21,"49,90",
10/02/2018,20 - 21,21 - 22,"46,84",
10/02/2018,21 - 22,22 - 23,"42,09",
10/02/2018,22 - 23,23 - 00,"37,91",
11/02/2018,23 - 00,00 - 01,"45,90",
11/02/2018,00 - 01,01 - 02,"46,00",
11/02/2018,01 - 02,02 - 03,"47,55",
11/02/2018,02 - 03,03 - 04,"45,92",
11/02/2018,03 - 04,04 - 05,"42,94",
11/02/2018,04 - 05,05 - 06,"38,02",
11/02/2018,05 - 06,06 - 07,"35,00",
11/02/2018,06 - 07,07 - 08,"41,00",
11/02/2018,07 - 08,08 - 09,"38,03",
11/02/2018,08 - 09,09 - 10,"41,20",
11/02/2018,09 - 10,10 - 11,"43,54",
11/02/2018,10 - 11,11 - 12,"46,87",
11/02/2018,11 - 12,12 - 13,"43,56",
11/02/2018,12 - 13,13 - 14,"48,09",
11/02/2018,13 - 14,14 - 15,"49,56",
11/02/2018,14 - 15,15 - 16,"42,33",
11/02/2018,15 - 16,16 - 17,"41,27",
11/02/2018,16 - 17,17 - 18,"44,10",
11/02/2018,17 - 18,18 - 19,"74,12",
11/02/2018,18 - 19,19 - 20,"83,40",
11/02/2018,19 - 20,20 - 21,"54,09",
11/02/2018,20 - 21,21 - 22,"45,99",
11/02/2018,21 - 22,22 - 23,"48,14",
11/02/2018,22 - 23,23 - 00,"39,71",
12/02/2018,23 - 00,00 - 01,"41,05",
12/02/2018,00 - 01,01 - 02,"45,97",
12/02/2018,01 - 02,02 - 03,"44,05",
12/02/2018,02 - 03,03 - 04,"41,51",
12/02/2018,03 - 04,04 - 05,"41,08",
12/02/2018,04 - 05,05 - 06,"38,54",
12/02/2018,05 - 06,06 - 07,"43,13",
12/02/2018,06 - 07,07 - 08,"47,78",
12/02/2018,07 - 08,08 - 09,"50,39",
12/02/2018,08 - 09,09 - 10,"57,73",
12/02/2018,09 - 10,10 - 11,"64,00",
12/02/2018,10 - 11,11 - 12,"49,11",
12/02/2018,11 - 12,12 - 13,"48,99",
12/02/2018,12 - 13,13 - 14,"46,19",
12/02/2018,13 - 14,14 - 15,"44,31",
12/02/2018,14 - 15,15 - 16,"48,00",
12/02/2018,15 - 16,16 - 17,"43,37",
12/02/2018,16 - 17,17 - 18,"50,69",
12/02/2018,17 - 18,18 - 19,"71,97",
12/02/2018,18 - 19,19 - 20,"85,00",
12/02/2018,19 - 20,20 - 21,"65,51",
12/02/2018,20 - 21,21 - 22,"42,88",
12/02/2018,21 - 22,22 - 23,"42,12",
12/02/2018,22 - 23,23 - 00,"38,81",
13/02/2018,23 - 00,00 - 01,"41,58",
13/02/2018,00 - 01,01 - 02,"47,90",
13/02/2018,01 - 02,02 - 03,"43,45",
13/02/2018,02 - 03,03 - 04,"40,63",
13/02/2018,03 - 04,04 - 05,"39,02",
13/02/2018,04 - 05,05 - 06,"37,51",
13/02/2018,05 - 06,06 - 07,"40,13",
13/02/2018,06 - 07,07 - 08,"45,53",
13/02/2018,07 - 08,08 - 09,"44,47",
13/02/2018,08 - 09,09 - 10,"43,80",
13/02/2018,09 - 10,10 - 11,"50,56",
13/02/2018,10 - 11,11 - 12,"48,00",
13/02/2018,11 - 12,12 - 13,"45,41",
13/02/2018,12 - 13,13 - 14,"44,04",
13/02/2018,13 - 14,14 - 15,"44,58",
13/02/2018,14 - 15,15 - 16,"44,18",
13/02/2018,15 - 16,16 - 17,"41,44",
13/02/2018,16 - 17,17 - 18,"45,22",
13/02/2018,17 - 18,18 - 19,"62,96",
13/02/2018,18 - 19,19 - 20,"77,45",
13/02/2018,19 - 20,20 - 21,"65,50",
13/02/2018,20 - 21,21 - 22,"58,39",
13/02/2018,21 - 22,22 - 23,"49,58",
13/02/2018,22 - 23,23 - 00,"45,05",
14/02/2018,23 - 00,00 - 01,"49,90",
14/02/2018,00 - 01,01 - 02,"51,00",
14/02/2018,01 - 02,02 - 03,"47,00",
14/02/2018,02 - 03,03 - 04,"43,78",
14/02/2018,03 - 04,04 - 05,"43,34",
14/02/2018,04 - 05,05 - 06,"40,30",
14/02/2018,05 - 06,06 - 07,"39,14",
14/02/2018,06 - 07,07 - 08,"44,82",
14/02/2018,07 - 08,08 - 09,"53,75",
14/02/2018,08 - 09,09 - 10,"55,26",
14/02/2018,09 - 10,10 - 11,"53,00",
14/02/2018,10 - 11,11 - 12,"48,95",
14/02/2018,11 - 12,12 - 13,"44,43",
14/02/2018,12 - 13,13 - 14,"46,00",
14/02/2018,13 - 14,14 - 15,"44,00",
14/02/2018,14 - 15,15 - 16,"44,01",
14/02/2018,15 - 16,16 - 17,"50,79",
14/02/2018,16 - 17,17 - 18,"48,44",
14/02/2018,17 - 18,18 - 19,"62,00",
14/02/2018,18 - 19,19 - 20,"74,99",
14/02/2018,19 - 20,20 - 21,"63,74",
14/02/2018,20 - 21,21 - 22,"43,92",
14/02/2018,21 - 22,22 - 23,"48,00",
14/02/2018,22 - 23,23 - 00,"42,80",
15/02/2018,23 - 00,00 - 01,"43,99",
15/02/2018,00 - 01,01 - 02,"45,91",
15/02/2018,01 - 02,02 - 03,"43,48",
15/02/2018,02 - 03,03 - 04,"42,75",
15/02/2018,03 - 04,04 - 05,"40,00",
15/02/2018,04 - 05,05 - 06,"39,03",
15/02/2018,05 - 06,06 - 07,"42,39",
15/02/2018,06 - 07,07 - 08,"48,00",
15/02/2018,07 - 08,08 - 09,"49,00",
15/02/2018,08 - 09,09 - 10,"60,60",
15/02/2018,09 - 10,10 - 11,"51,66",
15/02/2018,10 - 11,11 - 12,"45,65",
15/02/2018,11 - 12,12 - 13,"45,10",
15/02/2018,12 - 13,13 - 14,"44,69",
15/02/2018,13 - 14,14 - 15,"42,75",
15/02/2018,14 - 15,15 - 16,"41,74",
15/02/2018,15 - 16,16 - 17,"42,03",
