date,hour,CET/CEST time,price_sterling,
30/10/2018,23 - 00,00 - 01,"55,03",
30/10/2018,00 - 01,01 - 02,"53,04",
30/10/2018,01 - 02,02 - 03,"51,97",
30/10/2018,02 - 03,03 - 04,"51,58",
30/10/2018,03 - 04,04 - 05,"51,04",
30/10/2018,04 - 05,05 - 06,"52,00",
30/10/2018,05 - 06,06 - 07,"63,98",
30/10/2018,06 - 07,07 - 08,"68,78",
30/10/2018,07 - 08,08 - 09,"63,80",
30/10/2018,08 - 09,09 - 10,"79,00",
30/10/2018,09 - 10,10 - 11,"74,86",
30/10/2018,10 - 11,11 - 12,"69,38",
30/10/2018,11 - 12,12 - 13,"61,81",
30/10/2018,12 - 13,13 - 14,"60,88",
30/10/2018,13 - 14,14 - 15,"60,21",
30/10/2018,14 - 15,15 - 16,"58,80",
30/10/2018,15 - 16,16 - 17,"60,00",
30/10/2018,16 - 17,17 - 18,"70,76",
30/10/2018,17 - 18,18 - 19,"100,01",
30/10/2018,18 - 19,19 - 20,"92,00",
30/10/2018,19 - 20,20 - 21,"70,47",
30/10/2018,20 - 21,21 - 22,"66,35",
30/10/2018,21 - 22,22 - 23,"63,95",
30/10/2018,22 - 23,23 - 00,"56,77",
31/10/2018,23 - 00,00 - 01,"59,75",
31/10/2018,00 - 01,01 - 02,"55,39",
31/10/2018,01 - 02,02 - 03,"54,30",
31/10/2018,02 - 03,03 - 04,"51,19",
31/10/2018,03 - 04,04 - 05,"50,58",
31/10/2018,04 - 05,05 - 06,"52,00",
31/10/2018,05 - 06,06 - 07,"59,74",
31/10/2018,06 - 07,07 - 08,"67,90",
31/10/2018,07 - 08,08 - 09,"76,34",
31/10/2018,08 - 09,09 - 10,"75,74",
31/10/2018,09 - 10,10 - 11,"71,76",
31/10/2018,10 - 11,11 - 12,"71,98",
31/10/2018,11 - 12,12 - 13,"65,00",
31/10/2018,12 - 13,13 - 14,"66,00",
31/10/2018,13 - 14,14 - 15,"62,50",
31/10/2018,14 - 15,15 - 16,"63,49",
31/10/2018,15 - 16,16 - 17,"67,26",
31/10/2018,16 - 17,17 - 18,"78,06",
31/10/2018,17 - 18,18 - 19,"88,32",
31/10/2018,18 - 19,19 - 20,"84,95",
31/10/2018,19 - 20,20 - 21,"69,75",
31/10/2018,20 - 21,21 - 22,"61,18",
31/10/2018,21 - 22,22 - 23,"61,80",
31/10/2018,22 - 23,23 - 00,"55,27",
01/11/2018,23 - 00,00 - 01,"53,77",
01/11/2018,00 - 01,01 - 02,"53,27",
01/11/2018,01 - 02,02 - 03,"53,33",
01/11/2018,02 - 03,03 - 04,"53,08",
01/11/2018,03 - 04,04 - 05,"51,56",
01/11/2018,04 - 05,05 - 06,"51,53",
01/11/2018,05 - 06,06 - 07,"53,86",
01/11/2018,06 - 07,07 - 08,"65,00",
01/11/2018,07 - 08,08 - 09,"60,00",
01/11/2018,08 - 09,09 - 10,"74,20",
01/11/2018,09 - 10,10 - 11,"77,65",
01/11/2018,10 - 11,11 - 12,"70,34",
01/11/2018,11 - 12,12 - 13,"58,77",
01/11/2018,12 - 13,13 - 14,"58,20",
01/11/2018,13 - 14,14 - 15,"57,00",
01/11/2018,14 - 15,15 - 16,"57,67",
01/11/2018,15 - 16,16 - 17,"57,80",
01/11/2018,16 - 17,17 - 18,"72,62",
01/11/2018,17 - 18,18 - 19,"99,98",
01/11/2018,18 - 19,19 - 20,"81,00",
01/11/2018,19 - 20,20 - 21,"77,40",
01/11/2018,20 - 21,21 - 22,"65,10",
01/11/2018,21 - 22,22 - 23,"61,09",
01/11/2018,22 - 23,23 - 00,"54,07",
02/11/2018,23 - 00,00 - 01,"51,32",
02/11/2018,00 - 01,01 - 02,"52,24",
02/11/2018,01 - 02,02 - 03,"50,71",
02/11/2018,02 - 03,03 - 04,"50,56",
02/11/2018,03 - 04,04 - 05,"49,52",
02/11/2018,04 - 05,05 - 06,"49,96",
02/11/2018,05 - 06,06 - 07,"54,32",
02/11/2018,06 - 07,07 - 08,"62,34",
02/11/2018,07 - 08,08 - 09,"66,85",
02/11/2018,08 - 09,09 - 10,"66,27",
02/11/2018,09 - 10,10 - 11,"64,08",
02/11/2018,10 - 11,11 - 12,"63,00",
02/11/2018,11 - 12,12 - 13,"59,03",
02/11/2018,12 - 13,13 - 14,"59,70",
02/11/2018,13 - 14,14 - 15,"57,10",
02/11/2018,14 - 15,15 - 16,"59,60",
02/11/2018,15 - 16,16 - 17,"64,07",
02/11/2018,16 - 17,17 - 18,"74,59",
02/11/2018,17 - 18,18 - 19,"94,53",
02/11/2018,18 - 19,19 - 20,"73,30",
02/11/2018,19 - 20,20 - 21,"64,46",
02/11/2018,20 - 21,21 - 22,"57,90",
02/11/2018,21 - 22,22 - 23,"58,47",
02/11/2018,22 - 23,23 - 00,"56,50",
03/11/2018,23 - 00,00 - 01,"63,60",
03/11/2018,00 - 01,01 - 02,"56,12",
03/11/2018,01 - 02,02 - 03,"49,38",
03/11/2018,02 - 03,03 - 04,"46,84",
03/11/2018,03 - 04,04 - 05,"45,03",
03/11/2018,04 - 05,05 - 06,"45,12",
03/11/2018,05 - 06,06 - 07,"46,52",
03/11/2018,06 - 07,07 - 08,"51,00",
03/11/2018,07 - 08,08 - 09,"52,75",
03/11/2018,08 - 09,09 - 10,"58,00",
03/11/2018,09 - 10,10 - 11,"57,55",
03/11/2018,10 - 11,11 - 12,"55,97",
03/11/2018,11 - 12,12 - 13,"54,00",
03/11/2018,12 - 13,13 - 14,"52,53",
03/11/2018,13 - 14,14 - 15,"49,33",
03/11/2018,14 - 15,15 - 16,"51,23",
03/11/2018,15 - 16,16 - 17,"55,19",
03/11/2018,16 - 17,17 - 18,"62,91",
03/11/2018,17 - 18,18 - 19,"76,00",
03/11/2018,18 - 19,19 - 20,"69,00",
03/11/2018,19 - 20,20 - 21,"62,65",
03/11/2018,20 - 21,21 - 22,"56,01",
03/11/2018,21 - 22,22 - 23,"55,30",
03/11/2018,22 - 23,23 - 00,"51,91",
04/11/2018,23 - 00,00 - 01,"53,51",
04/11/2018,00 - 01,01 - 02,"46,38",
04/11/2018,01 - 02,02 - 03,"45,17",
04/11/2018,02 - 03,03 - 04,"40,54",
04/11/2018,03 - 04,04 - 05,"40,03",
04/11/2018,04 - 05,05 - 06,"42,58",
04/11/2018,05 - 06,06 - 07,"44,20",
04/11/2018,06 - 07,07 - 08,"45,80",
04/11/2018,07 - 08,08 - 09,"41,17",
04/11/2018,08 - 09,09 - 10,"45,24",
04/11/2018,09 - 10,10 - 11,"57,50",
04/11/2018,10 - 11,11 - 12,"62,00",
04/11/2018,11 - 12,12 - 13,"60,60",
04/11/2018,12 - 13,13 - 14,"62,01",
04/11/2018,13 - 14,14 - 15,"62,01",
04/11/2018,14 - 15,15 - 16,"68,00",
04/11/2018,15 - 16,16 - 17,"49,40",
04/11/2018,16 - 17,17 - 18,"62,31",
04/11/2018,17 - 18,18 - 19,"94,97",
04/11/2018,18 - 19,19 - 20,"79,00",
04/11/2018,19 - 20,20 - 21,"74,59",
04/11/2018,20 - 21,21 - 22,"65,00",
04/11/2018,21 - 22,22 - 23,"56,60",
04/11/2018,22 - 23,23 - 00,"49,53",
05/11/2018,23 - 00,00 - 01,"53,30",
05/11/2018,00 - 01,01 - 02,"52,55",
05/11/2018,01 - 02,02 - 03,"52,26",
05/11/2018,02 - 03,03 - 04,"50,05",
05/11/2018,03 - 04,04 - 05,"49,50",
05/11/2018,04 - 05,05 - 06,"48,98",
05/11/2018,05 - 06,06 - 07,"52,30",
05/11/2018,06 - 07,07 - 08,"60,79",
05/11/2018,07 - 08,08 - 09,"59,95",
05/11/2018,08 - 09,09 - 10,"61,32",
05/11/2018,09 - 10,10 - 11,"61,73",
05/11/2018,10 - 11,11 - 12,"61,39",
05/11/2018,11 - 12,12 - 13,"59,38",
05/11/2018,12 - 13,13 - 14,"60,40",
05/11/2018,13 - 14,14 - 15,"61,30",
05/11/2018,14 - 15,15 - 16,"63,76",
05/11/2018,15 - 16,16 - 17,"64,70",
05/11/2018,16 - 17,17 - 18,"77,97",
05/11/2018,17 - 18,18 - 19,"100,00",
05/11/2018,18 - 19,19 - 20,"74,40",
05/11/2018,19 - 20,20 - 21,"68,93",
05/11/2018,20 - 21,21 - 22,"57,68",
05/11/2018,21 - 22,22 - 23,"55,75",
05/11/2018,22 - 23,23 - 00,"49,51",
06/11/2018,23 - 00,00 - 01,"56,20",
06/11/2018,00 - 01,01 - 02,"51,94",
06/11/2018,01 - 02,02 - 03,"52,00",
06/11/2018,02 - 03,03 - 04,"51,96",
06/11/2018,03 - 04,04 - 05,"49,10",
06/11/2018,04 - 05,05 - 06,"47,60",
06/11/2018,05 - 06,06 - 07,"51,15",
06/11/2018,06 - 07,07 - 08,"60,88",
06/11/2018,07 - 08,08 - 09,"62,80",
06/11/2018,08 - 09,09 - 10,"61,14",
06/11/2018,09 - 10,10 - 11,"58,63",
06/11/2018,10 - 11,11 - 12,"57,21",
06/11/2018,11 - 12,12 - 13,"54,41",
06/11/2018,12 - 13,13 - 14,"55,91",
06/11/2018,13 - 14,14 - 15,"54,70",
06/11/2018,14 - 15,15 - 16,"55,00",
06/11/2018,15 - 16,16 - 17,"57,18",
06/11/2018,16 - 17,17 - 18,"66,91",
06/11/2018,17 - 18,18 - 19,"76,52",
06/11/2018,18 - 19,19 - 20,"66,68",
06/11/2018,19 - 20,20 - 21,"67,10",
06/11/2018,20 - 21,21 - 22,"54,96",
06/11/2018,21 - 22,22 - 23,"53,19",
06/11/2018,22 - 23,23 - 00,"48,95",
07/11/2018,23 - 00,00 - 01,"50,91",
07/11/2018,00 - 01,01 - 02,"64,00",
07/11/2018,01 - 02,02 - 03,"58,63",
07/11/2018,02 - 03,03 - 04,"55,04",
07/11/2018,03 - 04,04 - 05,"46,60",
07/11/2018,04 - 05,05 - 06,"46,00",
07/11/2018,05 - 06,06 - 07,"57,91",
07/11/2018,06 - 07,07 - 08,"59,82",
07/11/2018,07 - 08,08 - 09,"57,80",
07/11/2018,08 - 09,09 - 10,"59,00",
07/11/2018,09 - 10,10 - 11,"65,52",
07/11/2018,10 - 11,11 - 12,"57,30",
07/11/2018,11 - 12,12 - 13,"53,46",
07/11/2018,12 - 13,13 - 14,"54,06",
07/11/2018,13 - 14,14 - 15,"56,69",
07/11/2018,14 - 15,15 - 16,"58,68",
07/11/2018,15 - 16,16 - 17,"60,54",
07/11/2018,16 - 17,17 - 18,"65,50",
07/11/2018,17 - 18,18 - 19,"86,00",
07/11/2018,18 - 19,19 - 20,"79,94",
07/11/2018,19 - 20,20 - 21,"62,87",
07/11/2018,20 - 21,21 - 22,"55,73",
07/11/2018,21 - 22,22 - 23,"57,99",
07/11/2018,22 - 23,23 - 00,"54,00",
08/11/2018,23 - 00,00 - 01,"53,94",
08/11/2018,00 - 01,01 - 02,"55,80",
08/11/2018,01 - 02,02 - 03,"53,42",
08/11/2018,02 - 03,03 - 04,"50,00",
08/11/2018,03 - 04,04 - 05,"49,21",
08/11/2018,04 - 05,05 - 06,"48,93",
08/11/2018,05 - 06,06 - 07,"51,04",
08/11/2018,06 - 07,07 - 08,"59,87",
08/11/2018,07 - 08,08 - 09,"61,61",
08/11/2018,08 - 09,09 - 10,"61,50",
08/11/2018,09 - 10,10 - 11,"57,74",
08/11/2018,10 - 11,11 - 12,"57,50",
08/11/2018,11 - 12,12 - 13,"55,40",
08/11/2018,12 - 13,13 - 14,"56,00",
08/11/2018,13 - 14,14 - 15,"57,55",
08/11/2018,14 - 15,15 - 16,"58,23",
08/11/2018,15 - 16,16 - 17,"62,00",
08/11/2018,16 - 17,17 - 18,"77,20",
08/11/2018,17 - 18,18 - 19,"80,47",
08/11/2018,18 - 19,19 - 20,"67,75",
08/11/2018,19 - 20,20 - 21,"61,72",
08/11/2018,20 - 21,21 - 22,"55,96",
08/11/2018,21 - 22,22 - 23,"53,28",
08/11/2018,22 - 23,23 - 00,"49,82",
09/11/2018,23 - 00,00 - 01,"59,61",
09/11/2018,00 - 01,01 - 02,"55,00",
09/11/2018,01 - 02,02 - 03,"52,47",
09/11/2018,02 - 03,03 - 04,"53,19",
09/11/2018,03 - 04,04 - 05,"45,15",
09/11/2018,04 - 05,05 - 06,"45,80",
09/11/2018,05 - 06,06 - 07,"56,00",
09/11/2018,06 - 07,07 - 08,"62,01",
09/11/2018,07 - 08,08 - 09,"65,01",
09/11/2018,08 - 09,09 - 10,"71,84",
09/11/2018,09 - 10,10 - 11,"62,77",
09/11/2018,10 - 11,11 - 12,"59,26",
09/11/2018,11 - 12,12 - 13,"57,25",
09/11/2018,12 - 13,13 - 14,"55,81",
09/11/2018,13 - 14,14 - 15,"56,43",
09/11/2018,14 - 15,15 - 16,"57,79",
09/11/2018,15 - 16,16 - 17,"56,95",
09/11/2018,16 - 17,17 - 18,"62,61",
09/11/2018,17 - 18,18 - 19,"81,50",
09/11/2018,18 - 19,19 - 20,"70,57",
09/11/2018,19 - 20,20 - 21,"67,80",
09/11/2018,20 - 21,21 - 22,"58,68",
09/11/2018,21 - 22,22 - 23,"54,59",
09/11/2018,22 - 23,23 - 00,"48,93",
10/11/2018,23 - 00,00 - 01,"49,21",
10/11/2018,00 - 01,01 - 02,"49,95",
10/11/2018,01 - 02,02 - 03,"46,90",
10/11/2018,02 - 03,03 - 04,"50,30",
10/11/2018,03 - 04,04 - 05,"50,23",
10/11/2018,04 - 05,05 - 06,"50,30",
10/11/2018,05 - 06,06 - 07,"54,43",
10/11/2018,06 - 07,07 - 08,"61,70",
10/11/2018,07 - 08,08 - 09,"54,44",
10/11/2018,08 - 09,09 - 10,"57,42",
10/11/2018,09 - 10,10 - 11,"59,68",
10/11/2018,10 - 11,11 - 12,"62,37",
10/11/2018,11 - 12,12 - 13,"62,15",
10/11/2018,12 - 13,13 - 14,"64,71",
10/11/2018,13 - 14,14 - 15,"62,00",
10/11/2018,14 - 15,15 - 16,"59,90",
10/11/2018,15 - 16,16 - 17,"56,26",
10/11/2018,16 - 17,17 - 18,"79,10",
10/11/2018,17 - 18,18 - 19,"92,99",
10/11/2018,18 - 19,19 - 20,"82,00",
10/11/2018,19 - 20,20 - 21,"66,79",
10/11/2018,20 - 21,21 - 22,"62,50",
10/11/2018,21 - 22,22 - 23,"58,01",
10/11/2018,22 - 23,23 - 00,"56,02",
11/11/2018,23 - 00,00 - 01,"69,40",
11/11/2018,00 - 01,01 - 02,"74,00",
11/11/2018,01 - 02,02 - 03,"70,33",
11/11/2018,02 - 03,03 - 04,"59,00",
11/11/2018,03 - 04,04 - 05,"51,30",
11/11/2018,04 - 05,05 - 06,"47,92",
11/11/2018,05 - 06,06 - 07,"48,00",
11/11/2018,06 - 07,07 - 08,"50,43",
11/11/2018,07 - 08,08 - 09,"43,23",
11/11/2018,08 - 09,09 - 10,"51,49",
11/11/2018,09 - 10,10 - 11,"61,04",
11/11/2018,10 - 11,11 - 12,"61,01",
11/11/2018,11 - 12,12 - 13,"59,24",
11/11/2018,12 - 13,13 - 14,"58,50",
11/11/2018,13 - 14,14 - 15,"58,08",
11/11/2018,14 - 15,15 - 16,"59,05",
11/11/2018,15 - 16,16 - 17,"48,66",
11/11/2018,16 - 17,17 - 18,"72,47",
11/11/2018,17 - 18,18 - 19,"94,00",
11/11/2018,18 - 19,19 - 20,"75,20",
11/11/2018,19 - 20,20 - 21,"59,50",
11/11/2018,20 - 21,21 - 22,"55,33",
11/11/2018,21 - 22,22 - 23,"51,50",
11/11/2018,22 - 23,23 - 00,"49,60",
12/11/2018,23 - 00,00 - 01,"50,49",
12/11/2018,00 - 01,01 - 02,"51,09",
12/11/2018,01 - 02,02 - 03,"51,02",
12/11/2018,02 - 03,03 - 04,"46,51",
12/11/2018,03 - 04,04 - 05,"37,93",
12/11/2018,04 - 05,05 - 06,"42,57",
12/11/2018,05 - 06,06 - 07,"57,85",
12/11/2018,06 - 07,07 - 08,"62,93",
12/11/2018,07 - 08,08 - 09,"58,64",
12/11/2018,08 - 09,09 - 10,"60,00",
12/11/2018,09 - 10,10 - 11,"61,45",
12/11/2018,10 - 11,11 - 12,"58,94",
12/11/2018,11 - 12,12 - 13,"57,81",
12/11/2018,12 - 13,13 - 14,"55,69",
12/11/2018,13 - 14,14 - 15,"57,34",
12/11/2018,14 - 15,15 - 16,"58,04",
12/11/2018,15 - 16,16 - 17,"61,58",
12/11/2018,16 - 17,17 - 18,"76,27",
12/11/2018,17 - 18,18 - 19,"87,00",
12/11/2018,18 - 19,19 - 20,"73,38",
12/11/2018,19 - 20,20 - 21,"63,58",
12/11/2018,20 - 21,21 - 22,"54,73",
12/11/2018,21 - 22,22 - 23,"54,76",
12/11/2018,22 - 23,23 - 00,"50,63",
13/11/2018,23 - 00,00 - 01,"54,02",
13/11/2018,00 - 01,01 - 02,"55,90",
13/11/2018,01 - 02,02 - 03,"55,90",
13/11/2018,02 - 03,03 - 04,"49,94",
13/11/2018,03 - 04,04 - 05,"46,14",
13/11/2018,04 - 05,05 - 06,"45,62",
13/11/2018,05 - 06,06 - 07,"56,06",
13/11/2018,06 - 07,07 - 08,"61,22",
13/11/2018,07 - 08,08 - 09,"62,79",
13/11/2018,08 - 09,09 - 10,"63,23",
13/11/2018,09 - 10,10 - 11,"61,28",
13/11/2018,10 - 11,11 - 12,"58,27",
13/11/2018,11 - 12,12 - 13,"56,84",
13/11/2018,12 - 13,13 - 14,"57,21",
13/11/2018,13 - 14,14 - 15,"60,23",
13/11/2018,14 - 15,15 - 16,"61,06",
13/11/2018,15 - 16,16 - 17,"64,30",
13/11/2018,16 - 17,17 - 18,"81,43",
13/11/2018,17 - 18,18 - 19,"90,97",
13/11/2018,18 - 19,19 - 20,"71,04",
13/11/2018,19 - 20,20 - 21,"65,00",
13/11/2018,20 - 21,21 - 22,"59,39",
13/11/2018,21 - 22,22 - 23,"59,09",
13/11/2018,22 - 23,23 - 00,"52,52",
14/11/2018,23 - 00,00 - 01,"53,98",
14/11/2018,00 - 01,01 - 02,"57,30",
14/11/2018,01 - 02,02 - 03,"49,96",
14/11/2018,02 - 03,03 - 04,"43,22",
14/11/2018,03 - 04,04 - 05,"41,71",
14/11/2018,04 - 05,05 - 06,"43,60",
14/11/2018,05 - 06,06 - 07,"53,80",
14/11/2018,06 - 07,07 - 08,"60,11",
14/11/2018,07 - 08,08 - 09,"63,83",
14/11/2018,08 - 09,09 - 10,"62,77",
14/11/2018,09 - 10,10 - 11,"60,33",
14/11/2018,10 - 11,11 - 12,"56,89",
14/11/2018,11 - 12,12 - 13,"55,88",
14/11/2018,12 - 13,13 - 14,"56,68",
14/11/2018,13 - 14,14 - 15,"58,79",
14/11/2018,14 - 15,15 - 16,"62,54",
14/11/2018,15 - 16,16 - 17,"66,00",
14/11/2018,16 - 17,17 - 18,"75,00",
14/11/2018,17 - 18,18 - 19,"90,00",
14/11/2018,18 - 19,19 - 20,"73,47",
14/11/2018,19 - 20,20 - 21,"67,93",
14/11/2018,20 - 21,21 - 22,"60,09",
14/11/2018,21 - 22,22 - 23,"60,03",
14/11/2018,22 - 23,23 - 00,"54,95",
15/11/2018,23 - 00,00 - 01,"53,90",
15/11/2018,00 - 01,01 - 02,"56,91",
15/11/2018,01 - 02,02 - 03,"53,93",
15/11/2018,02 - 03,03 - 04,"50,05",
15/11/2018,03 - 04,04 - 05,"50,56",
15/11/2018,04 - 05,05 - 06,"52,90",
15/11/2018,05 - 06,06 - 07,"58,28",
15/11/2018,06 - 07,07 - 08,"65,09",
15/11/2018,07 - 08,08 - 09,"66,23",
15/11/2018,08 - 09,09 - 10,"65,18",
15/11/2018,09 - 10,10 - 11,"62,27",
15/11/2018,10 - 11,11 - 12,"60,72",
15/11/2018,11 - 12,12 - 13,"59,77",
15/11/2018,12 - 13,13 - 14,"60,06",
15/11/2018,13 - 14,14 - 15,"60,88",
15/11/2018,14 - 15,15 - 16,"62,06",
15/11/2018,15 - 16,16 - 17,"63,22",
15/11/2018,16 - 17,17 - 18,"74,00",
15/11/2018,17 - 18,18 - 19,"94,91",
15/11/2018,18 - 19,19 - 20,"78,99",
15/11/2018,19 - 20,20 - 21,"73,50",
15/11/2018,20 - 21,21 - 22,"64,50",
15/11/2018,21 - 22,22 - 23,"61,55",
15/11/2018,22 - 23,23 - 00,"61,00",
16/11/2018,23 - 00,00 - 01,"57,01",
16/11/2018,00 - 01,01 - 02,"61,69",
16/11/2018,01 - 02,02 - 03,"57,91",
16/11/2018,02 - 03,03 - 04,"56,20",
16/11/2018,03 - 04,04 - 05,"55,50",
16/11/2018,04 - 05,05 - 06,"54,05",
16/11/2018,05 - 06,06 - 07,"58,75",
16/11/2018,06 - 07,07 - 08,"63,82",
16/11/2018,07 - 08,08 - 09,"73,46",
16/11/2018,08 - 09,09 - 10,"75,00",
16/11/2018,09 - 10,10 - 11,"69,50",
16/11/2018,10 - 11,11 - 12,"65,38",
16/11/2018,11 - 12,12 - 13,"61,63",
16/11/2018,12 - 13,13 - 14,"60,51",
16/11/2018,13 - 14,14 - 15,"60,51",
16/11/2018,14 - 15,15 - 16,"61,49",
16/11/2018,15 - 16,16 - 17,"63,19",
16/11/2018,16 - 17,17 - 18,"88,43",
16/11/2018,17 - 18,18 - 19,"90,00",
16/11/2018,18 - 19,19 - 20,"72,58",
16/11/2018,19 - 20,20 - 21,"64,50",
16/11/2018,20 - 21,21 - 22,"60,40",
16/11/2018,21 - 22,22 - 23,"57,41",
16/11/2018,22 - 23,23 - 00,"55,55",
17/11/2018,23 - 00,00 - 01,"58,93",
17/11/2018,00 - 01,01 - 02,"69,99",
17/11/2018,01 - 02,02 - 03,"62,93",
17/11/2018,02 - 03,03 - 04,"55,56",
17/11/2018,03 - 04,04 - 05,"53,10",
17/11/2018,04 - 05,05 - 06,"52,59",
17/11/2018,05 - 06,06 - 07,"53,59",
17/11/2018,06 - 07,07 - 08,"55,55",
17/11/2018,07 - 08,08 - 09,"55,52",
17/11/2018,08 - 09,09 - 10,"68,00",
17/11/2018,09 - 10,10 - 11,"68,00",
17/11/2018,10 - 11,11 - 12,"61,40",
17/11/2018,11 - 12,12 - 13,"58,50",
17/11/2018,12 - 13,13 - 14,"58,00",
17/11/2018,13 - 14,14 - 15,"57,35",
17/11/2018,14 - 15,15 - 16,"57,57",
17/11/2018,15 - 16,16 - 17,"57,13",
17/11/2018,16 - 17,17 - 18,"80,00",
17/11/2018,17 - 18,18 - 19,"99,00",
17/11/2018,18 - 19,19 - 20,"86,26",
17/11/2018,19 - 20,20 - 21,"68,00",
17/11/2018,20 - 21,21 - 22,"58,98",
17/11/2018,21 - 22,22 - 23,"55,55",
17/11/2018,22 - 23,23 - 00,"52,60",
18/11/2018,23 - 00,00 - 01,"57,50",
18/11/2018,00 - 01,01 - 02,"54,98",
18/11/2018,01 - 02,02 - 03,"64,00",
18/11/2018,02 - 03,03 - 04,"60,00",
18/11/2018,03 - 04,04 - 05,"52,02",
18/11/2018,04 - 05,05 - 06,"46,70",
18/11/2018,05 - 06,06 - 07,"43,84",
18/11/2018,06 - 07,07 - 08,"56,50",
18/11/2018,07 - 08,08 - 09,"50,40",
18/11/2018,08 - 09,09 - 10,"60,00",
18/11/2018,09 - 10,10 - 11,"68,00",
18/11/2018,10 - 11,11 - 12,"61,65",
18/11/2018,11 - 12,12 - 13,"59,42",
18/11/2018,12 - 13,13 - 14,"63,10",
18/11/2018,13 - 14,14 - 15,"57,37",
18/11/2018,14 - 15,15 - 16,"58,83",
18/11/2018,15 - 16,16 - 17,"54,16",
18/11/2018,16 - 17,17 - 18,"81,75",
18/11/2018,17 - 18,18 - 19,"101,86",
18/11/2018,18 - 19,19 - 20,"80,80",
18/11/2018,19 - 20,20 - 21,"74,17",
18/11/2018,20 - 21,21 - 22,"60,92",
18/11/2018,21 - 22,22 - 23,"60,92",
18/11/2018,22 - 23,23 - 00,"58,83",
19/11/2018,23 - 00,00 - 01,"59,50",
19/11/2018,00 - 01,01 - 02,"56,91",
19/11/2018,01 - 02,02 - 03,"54,63",
19/11/2018,02 - 03,03 - 04,"51,53",
19/11/2018,03 - 04,04 - 05,"50,22",
19/11/2018,04 - 05,05 - 06,"53,02",
19/11/2018,05 - 06,06 - 07,"60,89",
19/11/2018,06 - 07,07 - 08,"65,11",
19/11/2018,07 - 08,08 - 09,"68,84",
19/11/2018,08 - 09,09 - 10,"71,32",
19/11/2018,09 - 10,10 - 11,"69,06",
19/11/2018,10 - 11,11 - 12,"67,44",
19/11/2018,11 - 12,12 - 13,"62,90",
19/11/2018,12 - 13,13 - 14,"60,50",
19/11/2018,13 - 14,14 - 15,"57,39",
19/11/2018,14 - 15,15 - 16,"56,24",
19/11/2018,15 - 16,16 - 17,"67,00",
19/11/2018,16 - 17,17 - 18,"82,63",
19/11/2018,17 - 18,18 - 19,"92,06",
19/11/2018,18 - 19,19 - 20,"81,10",
19/11/2018,19 - 20,20 - 21,"69,49",
19/11/2018,20 - 21,21 - 22,"61,76",
19/11/2018,21 - 22,22 - 23,"55,01",
19/11/2018,22 - 23,23 - 00,"51,70",
20/11/2018,23 - 00,00 - 01,"56,00",
20/11/2018,00 - 01,01 - 02,"53,94",
20/11/2018,01 - 02,02 - 03,"50,59",
20/11/2018,02 - 03,03 - 04,"46,50",
20/11/2018,03 - 04,04 - 05,"45,17",
20/11/2018,04 - 05,05 - 06,"48,24",
20/11/2018,05 - 06,06 - 07,"58,57",
20/11/2018,06 - 07,07 - 08,"61,94",
20/11/2018,07 - 08,08 - 09,"58,09",
20/11/2018,08 - 09,09 - 10,"62,00",
20/11/2018,09 - 10,10 - 11,"61,90",
20/11/2018,10 - 11,11 - 12,"59,99",
20/11/2018,11 - 12,12 - 13,"56,00",
20/11/2018,12 - 13,13 - 14,"56,84",
20/11/2018,13 - 14,14 - 15,"56,84",
20/11/2018,14 - 15,15 - 16,"63,04",
20/11/2018,15 - 16,16 - 17,"59,99",
20/11/2018,16 - 17,17 - 18,"76,00",
20/11/2018,17 - 18,18 - 19,"90,01",
20/11/2018,18 - 19,19 - 20,"76,00",
20/11/2018,19 - 20,20 - 21,"68,00",
20/11/2018,20 - 21,21 - 22,"64,19",
20/11/2018,21 - 22,22 - 23,"59,83",
20/11/2018,22 - 23,23 - 00,"54,96",
21/11/2018,23 - 00,00 - 01,"57,80",
21/11/2018,00 - 01,01 - 02,"57,06",
21/11/2018,01 - 02,02 - 03,"55,07",
21/11/2018,02 - 03,03 - 04,"50,54",
21/11/2018,03 - 04,04 - 05,"50,20",
21/11/2018,04 - 05,05 - 06,"51,59",
21/11/2018,05 - 06,06 - 07,"57,00",
21/11/2018,06 - 07,07 - 08,"59,48",
21/11/2018,07 - 08,08 - 09,"59,41",
21/11/2018,08 - 09,09 - 10,"64,68",
21/11/2018,09 - 10,10 - 11,"65,00",
21/11/2018,10 - 11,11 - 12,"61,69",
21/11/2018,11 - 12,12 - 13,"61,69",
21/11/2018,12 - 13,13 - 14,"63,90",
21/11/2018,13 - 14,14 - 15,"66,49",
21/11/2018,14 - 15,15 - 16,"66,00",
21/11/2018,15 - 16,16 - 17,"66,61",
21/11/2018,16 - 17,17 - 18,"99,99",
21/11/2018,17 - 18,18 - 19,"106,00",
21/11/2018,18 - 19,19 - 20,"80,79",
21/11/2018,19 - 20,20 - 21,"69,97",
21/11/2018,20 - 21,21 - 22,"63,11",
21/11/2018,21 - 22,22 - 23,"62,15",
21/11/2018,22 - 23,23 - 00,"53,60",
22/11/2018,23 - 00,00 - 01,"56,54",
22/11/2018,00 - 01,01 - 02,"56,13",
22/11/2018,01 - 02,02 - 03,"54,30",
22/11/2018,02 - 03,03 - 04,"51,58",
22/11/2018,03 - 04,04 - 05,"51,05",
22/11/2018,04 - 05,05 - 06,"53,80",
22/11/2018,05 - 06,06 - 07,"55,71",
